Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_mulieris__UMB0007B__GCA_026184155.1,Lactobacillus_mulieris__UMB7783B__GCA_030228195.1
urdA_1,urdA_1,Urocanate reductase,2,2,1.0,7,64,,,,1710,1710,1710.0,OCAFGGHM_00441,GPENAHNM_00118
ydiM_1,ydiM_1,Inner membrane transport protein YdiM,2,2,1.0,7,63,,,,1200,1200,1200.0,OCAFGGHM_00438,GPENAHNM_00115
crr,crr,PTS system glucose-specific EIIA component,2,2,1.0,7,62,,,,483,483,483.0,OCAFGGHM_00446,GPENAHNM_00121
gltC_2,gltC_2,Transcriptional dual regulator GltC,2,2,1.0,7,61,,,,921,921,921.0,OCAFGGHM_00440,GPENAHNM_00117
yhjX,;yhjX,L-lactate transporter;hypothetical protein;putative MFS-type transporter YhjX,2,3,1.5,7,60,,,,408,1212,805.0,OCAFGGHM_00445;OCAFGGHM_00444,GPENAHNM_00120
alx,alx,Putative membrane-bound redox modulator Alx,2,2,1.0,7,59,,,,765,765,765.0,OCAFGGHM_00474,GPENAHNM_00164
group_172,,hypothetical protein,2,2,1.0,7,54,,,,924,924,924.0,OCAFGGHM_00476,GPENAHNM_00166
group_171,,hypothetical protein,2,2,1.0,7,53,,,,720,720,720.0,OCAFGGHM_00463,GPENAHNM_00151
aroE,aroE,Shikimate dehydrogenase (NADP(+)),2,2,1.0,7,52,,,,924,924,924.0,OCAFGGHM_00439,GPENAHNM_00116
agaA_1,agaA_1,N-acetylgalactosamine-6-phosphate deacetylase,2,2,1.0,7,51,,,,1161,1161,1161.0,OCAFGGHM_00459,GPENAHNM_00147
bioH_2,bioH_2,Pimeloyl-[acyl-carrier protein] methyl ester esterase,2,2,1.0,7,50,,,,657,657,657.0,OCAFGGHM_00471,GPENAHNM_00161
glvR,glvR,HTH-type transcriptional regulator GlvR,2,2,1.0,7,49,,,,723,723,723.0,OCAFGGHM_00448,GPENAHNM_00123
group_170,,hypothetical protein,2,2,1.0,7,48,,,,375,375,375.0,OCAFGGHM_00470,GPENAHNM_00160
group_169,,hypothetical protein,2,2,1.0,7,47,,,,2979,2979,2979.0,OCAFGGHM_00460,GPENAHNM_00148
bglK_2~~~bglK_1,bglK_2;bglK_1,Beta-glucoside kinase,2,2,1.0,7,45,,,,912,912,912.0,OCAFGGHM_00451,GPENAHNM_00128
gmuE,gmuE,Putative fructokinase,2,2,1.0,7,44,,,,876,876,876.0,OCAFGGHM_00443,GPENAHNM_00119
epsJ,epsJ,putative glycosyltransferase EpsJ,2,2,1.0,7,41,,,,813,813,813.0,OCAFGGHM_00472,GPENAHNM_00162
malP_2,malP_2,PTS system maltose-specific EIICB component,2,2,1.0,7,40,,,,1839,1839,1839.0,OCAFGGHM_00449,GPENAHNM_00124
pepDA_2~~~pepDA_1,pepDA_2;pepDA_1,Dipeptidase A,2,2,1.0,7,38,,,,642,1413,1027.5,OCAFGGHM_00425,GPENAHNM_00103
hrtA,hrtA,Putative hemin import ATP-binding protein HrtA,2,2,1.0,7,37,,,,675,675,675.0,OCAFGGHM_00426,GPENAHNM_00104
group_166,,putative ABC transporter permease,2,2,1.0,7,35,,,,1059,1059,1059.0,OCAFGGHM_00427,GPENAHNM_00105
group_165,,hypothetical protein,2,2,1.0,7,34,,,,525,630,577.5,OCAFGGHM_00428,GPENAHNM_00106
pspA_1~~~pspA_2,pspA_1;pspA_2,Phosphoserine phosphatase 1,2,2,1.0,7,33,,,,600,600,600.0,OCAFGGHM_00429,GPENAHNM_00107
bioH_1,bioH_1,Pimeloyl-[acyl-carrier protein] methyl ester esterase,2,2,1.0,7,32,,,,753,753,753.0,OCAFGGHM_00430,GPENAHNM_00108
yaaA,yaaA;,DNA-binding and peroxide stress resistance protein YaaA;hypothetical protein,2,3,1.5,7,31,,,,303,762,471.0,OCAFGGHM_00432;OCAFGGHM_00431,GPENAHNM_00109
aes,aes,Acetyl esterase,2,2,1.0,7,30,,,,885,885,885.0,OCAFGGHM_00453,GPENAHNM_00141
group_164,,hypothetical protein,2,2,1.0,7,29,,,,663,663,663.0,OCAFGGHM_00433,GPENAHNM_00110
bglA,bglA,6-phospho-beta-glucosidase BglA,2,2,1.0,7,28,,,,1488,1488,1488.0,OCAFGGHM_00456,GPENAHNM_00144
pepN,pepN,Aminopeptidase N,2,2,1.0,7,27,,,,2538,2538,2538.0,OCAFGGHM_00434,GPENAHNM_00111
group_163,,hypothetical protein,2,2,1.0,7,26,,,,1500,1500,1500.0,OCAFGGHM_00465,GPENAHNM_00153
group_162,,hypothetical protein,2,2,1.0,7,25,,,,1215,1215,1215.0,OCAFGGHM_00435,GPENAHNM_00112
clsA~~~cls,clsA;cls,Major cardiolipin synthase ClsA;Cardiolipin synthase,2,2,1.0,7,24,,,,1458,1458,1458.0,OCAFGGHM_00478,GPENAHNM_00168
ypuA,ypuA,putative protein YpuA,2,2,1.0,7,23,,,,960,960,960.0,OCAFGGHM_00473,GPENAHNM_00163
ddlA,ddlA,D-alanine--D-alanine ligase A,2,2,1.0,7,22,,,,1086,1086,1086.0,OCAFGGHM_00464,GPENAHNM_00152
betI_1,betI_1,HTH-type transcriptional regulator BetI,2,2,1.0,7,21,,,,687,687,687.0,OCAFGGHM_00468,GPENAHNM_00158
simA,simA,6-phospho-alpha-glucosidase 1,2,2,1.0,7,20,,,,1344,1344,1344.0,OCAFGGHM_00450,GPENAHNM_00125
group_161,,hypothetical protein,2,2,1.0,7,19,,,,834,834,834.0,OCAFGGHM_00467,GPENAHNM_00157
group_160,,hypothetical protein,2,2,1.0,7,18,,,,756,756,756.0,OCAFGGHM_00461,GPENAHNM_00149
group_159,,hypothetical protein,2,2,1.0,7,17,,,,1098,1098,1098.0,OCAFGGHM_00462,GPENAHNM_00150
group_158,,hypothetical protein,2,2,1.0,7,16,,,,492,492,492.0,OCAFGGHM_00447,GPENAHNM_00122
gltC_1,gltC_1,Transcriptional dual regulator GltC,2,2,1.0,7,13,,,,882,882,882.0,OCAFGGHM_00436,GPENAHNM_00113
licT_1,licT_1,Transcription antiterminator LicT,2,2,1.0,7,12,,,,834,834,834.0,OCAFGGHM_00458,GPENAHNM_00146
bglF,bglF,PTS system beta-glucoside-specific EIIBCA component,2,2,1.0,7,11,,,,1968,1968,1968.0,OCAFGGHM_00457,GPENAHNM_00145
rnhA,rnhA,Ribonuclease H,2,2,1.0,7,8,,,,768,768,768.0,OCAFGGHM_00475,GPENAHNM_00165
group_156,,hypothetical protein,2,2,1.0,7,7,,,,246,273,259.5,OCAFGGHM_00466,GPENAHNM_00156
prs_2,prs_2,Ribose-phosphate pyrophosphokinase,2,2,1.0,7,6,,,,987,987,987.0,OCAFGGHM_00469,GPENAHNM_00159
aroD,aroD,3-dehydroquinate dehydratase,2,2,1.0,7,5,,,,759,759,759.0,OCAFGGHM_00437,GPENAHNM_00114
rhaS_1,rhaS_1,HTH-type transcriptional activator RhaS,2,2,1.0,7,2,,,,861,861,861.0,OCAFGGHM_00454,GPENAHNM_00142
group_154,,hypothetical protein,2,2,1.0,7,1,,,,1194,1200,1197.0,OCAFGGHM_00452,GPENAHNM_00140
guaD,guaD,Guanine deaminase,2,2,1.0,6,18,,,,1356,1356,1356.0,OCAFGGHM_00415,GPENAHNM_00813
group_153,,hypothetical protein,2,2,1.0,6,17,,,,669,669,669.0,OCAFGGHM_00416,GPENAHNM_00814
metK,metK,S-adenosylmethionine synthase,2,2,1.0,6,16,,,,1194,1194,1194.0,OCAFGGHM_00408,GPENAHNM_00806
group_152,,Nucleobase transporter PlUacP,2,2,1.0,6,15,,,,1194,1323,1258.5,OCAFGGHM_00414,GPENAHNM_00812
group_151,,hypothetical protein,2,2,1.0,6,14,,,,444,444,444.0,OCAFGGHM_00419,GPENAHNM_00817
leuS,leuS,Leucine--tRNA ligase,2,2,1.0,6,13,,,,2415,2415,2415.0,OCAFGGHM_00411,GPENAHNM_00809
group_150,,hypothetical protein,2,2,1.0,6,12,,,,558,558,558.0,OCAFGGHM_00417,GPENAHNM_00815
murJ,murJ,Lipid II flippase MurJ,2,2,1.0,6,11,,,,1647,1647,1647.0,OCAFGGHM_00412,GPENAHNM_00810
group_149,,hypothetical protein,2,2,1.0,6,10,,,,393,651,522.0,OCAFGGHM_00410,GPENAHNM_00808
tcyB,tcyB,L-cystine transport system permease protein TcyB,2,2,1.0,6,8,,,,678,678,678.0,OCAFGGHM_00422,GPENAHNM_00820
tcyN,tcyN,L-cystine transport system ATP-binding protein TcyN,2,2,1.0,6,7,,,,735,735,735.0,OCAFGGHM_00421,GPENAHNM_00819
bmr3,bmr3,Multidrug resistance protein 3,2,2,1.0,6,6,,,,1446,1446,1446.0,OCAFGGHM_00409,GPENAHNM_00807
group_146,,hypothetical protein,2,2,1.0,6,4,,,,861,861,861.0,OCAFGGHM_00413,GPENAHNM_00811
group_144,,hypothetical protein,2,2,1.0,6,2,,,,633,633,633.0,OCAFGGHM_00420,GPENAHNM_00818
paiA_1~~~paiA_2,paiA_1;paiA_2,Spermidine/spermine N(1)-acetyltransferase,2,2,1.0,6,1,,,,522,522,522.0,OCAFGGHM_00418,GPENAHNM_00816
group_142,,D-aspartate ligase,2,2,1.0,5,91,,,,1266,1266,1266.0,OCAFGGHM_00262,GPENAHNM_00096
prmC,prmC,Release factor glutamine methyltransferase,2,2,1.0,5,90,,,,843,843,843.0,OCAFGGHM_00328,GPENAHNM_00084
rarA,rarA,Replication-associated recombination protein A,2,2,1.0,5,87,,,,1299,1299,1299.0,OCAFGGHM_00345,GPENAHNM_00067
amiE,amiE,N-acetylmuramyl-L-alanine amidase,2,2,1.0,5,85,,,,1008,1008,1008.0,OCAFGGHM_00324,GPENAHNM_00088
tdk,tdk,Thymidine kinase,2,2,1.0,5,83,,,,606,606,606.0,OCAFGGHM_00326,GPENAHNM_00086
pgi,pgi,Glucose-6-phosphate isomerase,2,2,1.0,5,81,,,,1338,1338,1338.0,OCAFGGHM_00265,GPENAHNM_00093
rpsD,rpsD,Small ribosomal subunit protein uS4,2,2,1.0,5,80,,,,612,612,612.0,OCAFGGHM_00347,GPENAHNM_00065
ribZ,ribZ,Riboflavin transporter RibZ,2,2,1.0,5,79,,,,1350,1350,1350.0,OCAFGGHM_00266,GPENAHNM_00092
murT,murT,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT,2,2,1.0,5,77,,,,1356,1356,1356.0,OCAFGGHM_00325,GPENAHNM_00087
group_135,,hypothetical protein,2,2,1.0,5,76,,,,624,624,624.0,OCAFGGHM_00355,GPENAHNM_00057
upp,upp,Uracil phosphoribosyltransferase,2,2,1.0,5,73,,,,630,630,630.0,OCAFGGHM_00330,GPENAHNM_00082
atpD,atpD,ATP synthase subunit beta,2,2,1.0,5,66,,,,1443,1443,1443.0,OCAFGGHM_00337,GPENAHNM_00075
rsuA,rsuA,Ribosomal small subunit pseudouridine synthase A,2,2,1.0,5,63,,,,705,705,705.0,OCAFGGHM_00351,GPENAHNM_00061
atpH_2~~~atpH_1,atpH_2;atpH_1,ATP synthase subunit delta,2,2,1.0,5,62,,,,549,549,549.0,OCAFGGHM_00334,GPENAHNM_00078
group_124,,hypothetical protein,2,2,1.0,5,61,,,,621,621,621.0,OCAFGGHM_00264,GPENAHNM_00094
group_122,,Phosphorylated carbohydrates phosphatase,2,2,1.0,5,59,,,,681,681,681.0,OCAFGGHM_00354,GPENAHNM_00058
atpA,atpA,ATP synthase subunit alpha,2,2,1.0,5,58,,,,1515,1515,1515.0,OCAFGGHM_00335,GPENAHNM_00077
atpG,atpG,ATP synthase gamma chain,2,2,1.0,5,56,,,,963,963,963.0,OCAFGGHM_00336,GPENAHNM_00076
mbl,mbl,Cell shape-determining protein Mbl,2,2,1.0,5,51,,,,990,990,990.0,OCAFGGHM_00340,GPENAHNM_00072
ywlC,ywlC,Threonylcarbamoyl-AMP synthase,2,2,1.0,5,49,,,,1002,1002,1002.0,OCAFGGHM_00329,GPENAHNM_00083
atpB,atpB,ATP synthase subunit a,2,2,1.0,5,46,,,,717,717,717.0,OCAFGGHM_00331,GPENAHNM_00081
group_111,,Putative universal stress protein,2,2,1.0,5,43,,,,441,441,441.0,OCAFGGHM_00344,GPENAHNM_00068
ezrA,ezrA,Septation ring formation regulator EzrA,2,2,1.0,5,41,,,,1734,1734,1734.0,OCAFGGHM_00348,GPENAHNM_00064
atpC,atpC,ATP synthase epsilon chain,2,2,1.0,5,40,,,,444,444,444.0,OCAFGGHM_00338,GPENAHNM_00074
prfA,prfA,Peptide chain release factor 1,2,2,1.0,5,32,,,,1089,1089,1089.0,OCAFGGHM_00327,GPENAHNM_00085
yueI,yueI,putative protein YueI,2,2,1.0,5,31,,,,468,468,468.0,OCAFGGHM_00346,GPENAHNM_00066
atpH_1,atpH_1,ATP synthase subunit c,2,2,1.0,5,26,,,,216,216,216.0,OCAFGGHM_00332,GPENAHNM_00080
group_95,,hypothetical protein,2,2,1.0,5,21,,,,228,228,228.0,OCAFGGHM_00342,GPENAHNM_00070
ltaS2_1,ltaS2_1,Lipoteichoic acid synthase 2,2,2,1.0,5,20,,,,2199,2199,2199.0,OCAFGGHM_00263,GPENAHNM_00095
valS,valS,Valine--tRNA ligase,2,2,1.0,5,19,,,,2640,2640,2640.0,OCAFGGHM_00352,GPENAHNM_00060
iscS_1,iscS_1,Cysteine desulfurase IscS,2,2,1.0,5,15,,,,1155,1155,1155.0,OCAFGGHM_00349,GPENAHNM_00063
group_92,,hypothetical protein,2,2,1.0,5,14,,,,237,237,237.0,OCAFGGHM_00339,GPENAHNM_00073
atpF,atpF,ATP synthase subunit b,2,2,1.0,5,13,,,,510,510,510.0,OCAFGGHM_00333,GPENAHNM_00079
group_91,,hypothetical protein,2,2,1.0,5,12,,,,240,240,240.0,OCAFGGHM_00267,GPENAHNM_00091
rodA,rodA,Peptidoglycan glycosyltransferase RodA,2,2,1.0,5,8,,,,1191,1191,1191.0,OCAFGGHM_00343,GPENAHNM_00069
fpgS,fpgS,Folylpolyglutamate synthase,2,2,1.0,5,7,,,,1257,1257,1257.0,OCAFGGHM_00353,GPENAHNM_00059
thiI,thiI,putative tRNA sulfurtransferase,2,2,1.0,5,6,,,,1215,1215,1215.0,OCAFGGHM_00350,GPENAHNM_00062
group_83,,Putative membrane protein insertion efficiency factor,2,2,1.0,5,1,,,,288,288,288.0,OCAFGGHM_00341,GPENAHNM_00071
group_82,,hypothetical protein,2,3,1.5,4,43,,,,135,903,597.0,OCAFGGHM_00201;OCAFGGHM_00200,GPENAHNM_00609
mleS,mleS,Malolactic enzyme,2,2,1.0,4,42,,,,1623,1623,1623.0,OCAFGGHM_00185,GPENAHNM_00624
ganQ,ganQ,Galactooligosaccharides transport system permease protein GanQ,2,2,1.0,4,41,,,,858,858,858.0,OCAFGGHM_00223,GPENAHNM_00587
group_81,,hypothetical protein,2,2,1.0,4,40,,,,1146,1146,1146.0,OCAFGGHM_00186,GPENAHNM_00623
malP_1,malP_1,Maltose phosphorylase,2,2,1.0,4,39,,,,2268,2268,2268.0,OCAFGGHM_00217,GPENAHNM_00593
group_80,,putative transporter,2,2,1.0,4,38,,,,1410,1410,1410.0,OCAFGGHM_00205,GPENAHNM_00605
bbmA,bbmA,Intracellular maltogenic amylase,2,2,1.0,4,37,,,,1707,1707,1707.0,OCAFGGHM_00216,GPENAHNM_00594
yedJ,yedJ,putative protein YedJ,2,2,1.0,4,36,,,,651,651,651.0,OCAFGGHM_00203,GPENAHNM_00607
group_79,,hypothetical protein,2,2,1.0,4,35,,,,162,162,162.0,OCAFGGHM_00188,GPENAHNM_00621
purA,purA,Adenylosuccinate synthetase,2,2,1.0,4,34,,,,1293,1293,1293.0,OCAFGGHM_00208,GPENAHNM_00602
group_78,,hypothetical protein,2,2,1.0,4,33,,,,300,300,300.0,OCAFGGHM_00187,GPENAHNM_00622
purB,purB,Adenylosuccinate lyase,2,2,1.0,4,32,,,,1296,1296,1296.0,OCAFGGHM_00209,GPENAHNM_00601
group_77,,hypothetical protein,2,2,1.0,4,31,,,,231,231,231.0,OCAFGGHM_00197,GPENAHNM_00612
group_76,,Putative glutamine amidotransferase,2,2,1.0,4,30,,,,732,732,732.0,OCAFGGHM_00204,GPENAHNM_00606
oxyR_1,oxyR_1,DNA-binding transcriptional dual regulator OxyR,2,2,1.0,4,29,,,,876,876,876.0,OCAFGGHM_00184,GPENAHNM_00625
group_75,,hypothetical protein,2,2,1.0,4,28,,,,1185,1185,1185.0,OCAFGGHM_00196,GPENAHNM_00613
thiD,thiD,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,2,2,1.0,4,27,,,,813,813,813.0,OCAFGGHM_00211,GPENAHNM_00599
dltC1,dltC1,D-alanyl carrier protein 1,2,2,1.0,4,26,,,,252,252,252.0,OCAFGGHM_00191,GPENAHNM_00618
guaC,guaC,GMP reductase,2,2,1.0,4,25,,,,993,993,993.0,OCAFGGHM_00207,GPENAHNM_00603
yfeW,yfeW,Putative D-alanyl-D-alanine carboxypeptidase,2,2,1.0,4,24,,,,933,933,933.0,OCAFGGHM_00193,GPENAHNM_00616
cytR,cytR,HTH-type transcriptional repressor CytR,2,2,1.0,4,23,,,,951,951,951.0,OCAFGGHM_00214,GPENAHNM_00596
group_74,,hypothetical protein,2,2,1.0,4,22,,,,1185,1185,1185.0,OCAFGGHM_00195,GPENAHNM_00614
dltD,dltD,Protein DltD,2,2,1.0,4,21,,,,1317,1317,1317.0,OCAFGGHM_00192,GPENAHNM_00617
yvdM,yvdM,Beta-phosphoglucomutase,2,2,1.0,4,20,,,,672,672,672.0,OCAFGGHM_00218,GPENAHNM_00592
glpK,glpK,Glycerol kinase,2,2,1.0,4,19,,,,1497,1497,1497.0,OCAFGGHM_00212,GPENAHNM_00598
group_73,,hypothetical protein,2,2,1.0,4,18,,,,831,831,831.0,OCAFGGHM_00224,GPENAHNM_00586
malX,malX,Maltooligosaccharide ABC transporter solute-binding lipoprotein,2,2,1.0,4,17,,,,1212,1212,1212.0,OCAFGGHM_00221,GPENAHNM_00589
dltA,dltA,D-alanine--D-alanyl carrier protein ligase,2,2,1.0,4,16,,,,1509,1509,1509.0,OCAFGGHM_00189,GPENAHNM_00620
group_72,,hypothetical protein,2,2,1.0,4,15,,,,834,834,834.0,OCAFGGHM_00227,GPENAHNM_00583
group_71,,hypothetical protein,2,2,1.0,4,14,,,,1218,1218,1218.0,OCAFGGHM_00225,GPENAHNM_00585
gatD,gatD,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD,2,2,1.0,4,13,,,,687,687,687.0,OCAFGGHM_00210,GPENAHNM_00600
malL_1~~~malL_2,malL_1;malL_2,Oligo-16-glucosidase,2,2,1.0,4,12,,,,1644,1644,1644.0,OCAFGGHM_00215,GPENAHNM_00595
group_70,,hypothetical protein,2,2,1.0,4,11,,,,978,1200,1089.0,OCAFGGHM_00199,GPENAHNM_00610
ganP,ganP,Galactooligosaccharides transport system permease protein GanP,2,2,1.0,4,10,,,,1359,1359,1359.0,OCAFGGHM_00222,GPENAHNM_00588
group_69,,hypothetical protein,2,2,1.0,4,9,,,,765,765,765.0,OCAFGGHM_00213,GPENAHNM_00597
dltB,dltB,Teichoic acid D-alanyltransferase,2,2,1.0,4,8,,,,1230,1230,1230.0,OCAFGGHM_00190,GPENAHNM_00619
msmX_1,msmX_1,Oligosaccharides import ATP-binding protein MsmX,2,2,1.0,4,7,,,,1110,1110,1110.0,OCAFGGHM_00219,GPENAHNM_00591
clpE_1,clpE_1,ATP-dependent Clp protease ATP-binding subunit ClpE,2,2,1.0,4,6,,,,2040,2040,2040.0,OCAFGGHM_00202,GPENAHNM_00608
yicL,yicL,putative inner membrane transporter YicL,2,2,1.0,4,5,,,,909,909,909.0,OCAFGGHM_00206,GPENAHNM_00604
sbnD_1,sbnD_1,Staphyloferrin B transporter,2,2,1.0,4,4,,,,1242,1242,1242.0,OCAFGGHM_00226,GPENAHNM_00584
galE_1,galE_1,UDP-glucose 4-epimerase,2,2,1.0,4,3,,,,990,990,990.0,OCAFGGHM_00194,GPENAHNM_00615
dexB,dexB,Glucan 16-alpha-glucosidase,2,2,1.0,4,1,,,,1590,1590,1590.0,OCAFGGHM_00220,GPENAHNM_00590
gnd,gnd,6-phosphogluconate dehydrogenase decarboxylating,2,2,1.0,3,23,,,,1389,1389,1389.0,OCAFGGHM_00161,GPENAHNM_00507
nupB,nupB,Nucleoside ABC transporter permease protein NupB,2,2,1.0,3,22,,,,1146,1146,1146.0,OCAFGGHM_00173,GPENAHNM_00519
napA,napA,Na(+)/H(+) antiporter,2,2,1.0,3,21,,,,1158,1158,1158.0,OCAFGGHM_00181,GPENAHNM_00527
nagB,nagB,Glucosamine-6-phosphate deaminase,2,2,1.0,3,20,,,,720,720,720.0,OCAFGGHM_00171,GPENAHNM_00517
group_67,,Deoxyadenosine kinase,2,2,1.0,3,19,,,,651,651,651.0,OCAFGGHM_00170,GPENAHNM_00516
phnD2,phnD2,putative ABC transporter phosphonate/phosphite binding protein PhnD2,2,2,1.0,3,18,,,,927,927,927.0,OCAFGGHM_00178,GPENAHNM_00524
group_66,,hypothetical protein,2,2,1.0,3,17,,,,1086,1086,1086.0,OCAFGGHM_00180,GPENAHNM_00526
uup_2~~~comA_1,uup_2;comA_1,ATP-binding protein Uup;Transport/processing ATP-binding protein ComA,2,2,1.0,3,16,,,,1587,1587,1587.0,OCAFGGHM_00167,GPENAHNM_00513
ptxB,ptxB,putative phosphite transport system-binding protein PtxB,2,2,1.0,3,15,,,,939,939,939.0,OCAFGGHM_00179,GPENAHNM_00525
pbuG_2,pbuG_2,Guanine/hypoxanthine permease PbuG,2,2,1.0,3,14,,,,1308,1308,1308.0,OCAFGGHM_00165,GPENAHNM_00511
pbuG_1,pbuG_1,Guanine/hypoxanthine permease PbuG,2,2,1.0,3,13,,,,1311,1311,1311.0,OCAFGGHM_00164,GPENAHNM_00510
ziaA,ziaA,Zinc-transporting ATPase,2,2,1.0,3,12,,,,1857,1857,1857.0,OCAFGGHM_00182,GPENAHNM_00528
group_65,,Deoxyguanosine kinase,2,2,1.0,3,11,,,,672,672,672.0,OCAFGGHM_00169,GPENAHNM_00515
bmpA_2,bmpA_2,ABC transporter nucleoside-binding protein BmpA,2,2,1.0,3,10,,,,1074,1074,1074.0,OCAFGGHM_00176,GPENAHNM_00522
nupC,nupC,Nucleoside ABC transporter permease protein NupC,2,2,1.0,3,9,,,,957,957,957.0,OCAFGGHM_00172,GPENAHNM_00518
vmlR,vmlR,Ribosome protection protein VmlR,2,2,1.0,3,8,,,,1497,1497,1497.0,OCAFGGHM_00168,GPENAHNM_00514
bmpA_3,bmpA_3,ABC transporter nucleoside-binding protein BmpA,2,2,1.0,3,7,,,,1080,1080,1080.0,OCAFGGHM_00177,GPENAHNM_00523
bmpA_1,bmpA_1,ABC transporter nucleoside-binding protein BmpA,2,2,1.0,3,6,,,,786,1089,937.5,OCAFGGHM_00175,GPENAHNM_00521
group_64,,hypothetical protein,2,2,1.0,3,5,,,,960,960,960.0,OCAFGGHM_00162,GPENAHNM_00508
darB,darB,Cyclic di-AMP receptor B,2,2,1.0,3,4,,,,468,468,468.0,OCAFGGHM_00183,GPENAHNM_00529
nupA,nupA,Nucleoside import ATP-binding protein NupA,2,2,1.0,3,3,,,,1536,1536,1536.0,OCAFGGHM_00174,GPENAHNM_00520
group_63,,L-lactate oxidase,2,2,1.0,3,2,,,,1227,1227,1227.0,OCAFGGHM_00166,GPENAHNM_00512
clcA,clcA,H(+)/Cl(-) exchange transporter ClcA,2,2,1.0,3,1,,,,1548,1548,1548.0,OCAFGGHM_00163,GPENAHNM_00509
nusG,nusG,Transcription termination/antitermination protein NusG,2,2,1.0,2,60,,,,558,558,558.0,OCAFGGHM_00126,GPENAHNM_00333
yabA,yabA,Replication initiation control protein YabA,2,2,1.0,2,59,,,,357,357,357.0,OCAFGGHM_00142,GPENAHNM_00317
rplL,rplL,Large ribosomal subunit protein bL12,2,2,1.0,2,58,,,,363,363,363.0,OCAFGGHM_00132,GPENAHNM_00327
bglK_1,bglK_1,Beta-glucoside kinase,2,2,1.0,2,56,,,,921,921,921.0,OCAFGGHM_00130,GPENAHNM_00329
group_61,,hypothetical protein,2,2,1.0,2,55,,,,579,579,579.0,OCAFGGHM_00145,GPENAHNM_00314
steT_1,steT_1,Serine/threonine exchanger SteT,2,2,1.0,2,54,,,,1326,1326,1326.0,OCAFGGHM_00155,GPENAHNM_00304
group_60,,hypothetical protein,2,2,1.0,2,53,,,,507,507,507.0,OCAFGGHM_00153,GPENAHNM_00306
group_59,,hypothetical protein,2,2,1.0,2,52,,,,849,849,849.0,OCAFGGHM_00141,GPENAHNM_00318
tmk,tmk,Thymidylate kinase,2,2,1.0,2,51,,,,648,648,648.0,OCAFGGHM_00139,GPENAHNM_00320
rplJ,rplJ,Large ribosomal subunit protein uL10,2,2,1.0,2,50,,,,504,504,504.0,OCAFGGHM_00131,GPENAHNM_00328
group_58,,hypothetical protein,2,3,1.5,2,49,,,,150,552,341.0,OCAFGGHM_00123;OCAFGGHM_00122,GPENAHNM_00336
qorB,qorB,Quinone oxidoreductase 2,2,2,1.0,2,48,,,,852,852,852.0,OCAFGGHM_00150,GPENAHNM_00309
cysS,cysS,Cysteine--tRNA ligase,2,2,1.0,2,46,,,,1422,1422,1422.0,OCAFGGHM_00119,GPENAHNM_00339
group_56,,hypothetical protein,2,2,1.0,2,45,,,,159,159,159.0,OCAFGGHM_00158,GPENAHNM_00301
arnC,arnC,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,2,2,1.0,2,44,,,,1017,1017,1017.0,OCAFGGHM_00129,GPENAHNM_00330
rsmI,rsmI,Ribosomal RNA small subunit methyltransferase I,2,2,1.0,2,43,,,,855,855,855.0,OCAFGGHM_00143,GPENAHNM_00316
group_55,,hypothetical protein,2,2,1.0,2,42,,,,240,240,240.0,OCAFGGHM_00138,GPENAHNM_00321
rsmC,rsmC,Ribosomal RNA small subunit methyltransferase C,2,2,1.0,2,41,,,,600,600,600.0,OCAFGGHM_00133,GPENAHNM_00326
group_54,,hypothetical protein,2,2,1.0,2,40,,,,168,168,168.0,OCAFGGHM_00108,GPENAHNM_00351
group_53,,hypothetical protein,2,2,1.0,2,39,,,,870,870,870.0,OCAFGGHM_00159,GPENAHNM_00300
secE,secE,Protein translocase subunit SecE,2,2,1.0,2,38,,,,171,171,171.0,OCAFGGHM_00125,GPENAHNM_00334
group_52,,hypothetical protein,2,2,1.0,2,37,,,,936,936,936.0,OCAFGGHM_00110,GPENAHNM_00349
tsaB,tsaB,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,2,2,1.0,2,36,,,,729,729,729.0,OCAFGGHM_00147,GPENAHNM_00312
group_51,,hypothetical protein,2,2,1.0,2,35,,,,729,729,729.0,OCAFGGHM_00144,GPENAHNM_00315
dnaX,dnaX,DNA polymerase III subunit tau,2,2,1.0,2,34,,,,1782,1782,1782.0,OCAFGGHM_00135,GPENAHNM_00324
mrnC,mrnC,Mini-ribonuclease 3,2,2,1.0,2,33,,,,444,444,444.0,OCAFGGHM_00120,GPENAHNM_00338
tsaD,tsaD,tRNA N6-adenosine threonylcarbamoyltransferase,2,2,1.0,2,31,,,,1047,1047,1047.0,OCAFGGHM_00149,GPENAHNM_00310
darA,darA,Cyclic di-AMP receptor A,2,2,1.0,2,30,,,,321,321,321.0,OCAFGGHM_00140,GPENAHNM_00319
yajL,yajL,Protein/nucleic acid deglycase 3,2,2,1.0,2,29,,,,573,573,573.0,OCAFGGHM_00104,GPENAHNM_01368
