Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_gasseri__UMB1399__GCA_007826985.2,Lactobacillus_gasseri__UMB6735__GCA_030216645.1
group_419,,hypothetical protein,2,2,1.0,7,208,,,,840,840,840.0,DLKHCADP_00840,FKLDPHGP_00334
group_418,,hypothetical protein,2,2,1.0,7,207,,,,840,840,840.0,DLKHCADP_00658,FKLDPHGP_00216
folD,folD,Bifunctional protein FolD protein,2,2,1.0,7,206,,,,849,849,849.0,DLKHCADP_00666,FKLDPHGP_00224
catM_1,catM_1,HTH-type transcriptional regulator CatM,2,2,1.0,7,205,,,,849,849,849.0,DLKHCADP_00538,FKLDPHGP_00308
group_417,,hypothetical protein,2,2,1.0,7,204,,,,852,852,852.0,DLKHCADP_00849,FKLDPHGP_00315
metQ,metQ,putative D-methionine-binding lipoprotein MetQ,2,2,1.0,7,203,,,,855,855,855.0,DLKHCADP_00851,FKLDPHGP_00317
crtE,crtE,Geranylgeranyl pyrophosphate synthase,2,2,1.0,7,202,,,,867,867,867.0,DLKHCADP_00669,FKLDPHGP_00227
pstS1,pstS1,Phosphate-binding protein PstS 1,2,2,1.0,7,201,,,,870,870,870.0,DLKHCADP_00948,FKLDPHGP_00146
rhaS_2,rhaS_2,HTH-type transcriptional activator RhaS,2,2,1.0,7,200,,,,879,879,879.0,DLKHCADP_00646,FKLDPHGP_00205
group_416,,hypothetical protein,2,2,1.0,7,199,,,,885,885,885.0,DLKHCADP_01903,FKLDPHGP_00102
group_415,,hypothetical protein,2,2,1.0,7,198,,,,891,891,891.0,DLKHCADP_00924,FKLDPHGP_00148
cvfB,cvfB,Conserved virulence factor B,2,2,1.0,7,197,,,,894,894,894.0,DLKHCADP_00726,FKLDPHGP_00357
rsgA,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,2,2,1.0,7,196,,,,894,894,894.0,DLKHCADP_00680,FKLDPHGP_00238
truB,truB,tRNA pseudouridine synthase B,2,2,1.0,7,195,,,,894,894,894.0,DLKHCADP_00458,FKLDPHGP_00290
bglK_2,bglK_2,Beta-glucoside kinase,2,2,1.0,7,194,,,,906,906,906.0,DLKHCADP_00645,FKLDPHGP_00204
xerD,xerD,Tyrosine recombinase XerD,2,2,1.0,7,193,,,,909,909,909.0,DLKHCADP_00727,FKLDPHGP_00358
gtaB,gtaB,UTP--glucose-1-phosphate uridylyltransferase,2,2,1.0,7,192,,,,909,909,909.0,DLKHCADP_00553,FKLDPHGP_00177
oppC,oppC,Oligopeptide transport system permease protein OppC,2,2,1.0,7,191,,,,915,915,915.0,DLKHCADP_00418,FKLDPHGP_00250
glsA2,glsA2,Glutaminase 2,2,2,1.0,7,190,,,,921,921,921.0,DLKHCADP_01900,FKLDPHGP_00105
rihC,rihC,Non-specific ribonucleoside hydrolase RihC,2,2,1.0,7,189,,,,924,924,924.0,DLKHCADP_00933,FKLDPHGP_00157
rbsKrbiA,rbsK/rbiA,Bifunctional ribokinase/ribose-5-phosphate isomerase A,2,2,1.0,7,188,,,,924,924,924.0,DLKHCADP_00931,FKLDPHGP_00155
group_414,,hypothetical protein,2,2,1.0,7,187,,,,924,924,924.0,DLKHCADP_00552,FKLDPHGP_00176
ldh_1,ldh_1,L-lactate dehydrogenase,2,2,1.0,7,186,,,,927,927,927.0,DLKHCADP_00856,FKLDPHGP_00322
rihB,rihB,Pyrimidine-specific ribonucleoside hydrolase RihB,2,2,1.0,7,185,,,,927,927,927.0,DLKHCADP_00745,FKLDPHGP_00343
rnz,rnz,Ribonuclease Z,2,2,1.0,7,184,,,,930,930,930.0,DLKHCADP_00749,FKLDPHGP_00347
ribCF,ribCF,Bifunctional riboflavin kinase/FMN adenylyltransferase,2,2,1.0,7,183,,,,939,939,939.0,DLKHCADP_00459,FKLDPHGP_00291
fmt,fmt,Methionyl-tRNA formyltransferase,2,2,1.0,7,182,,,,945,945,945.0,DLKHCADP_00676,FKLDPHGP_00234
prmA,prmA,Ribosomal protein L11 methyltransferase,2,2,1.0,7,180,,,,948,948,948.0,DLKHCADP_00834,FKLDPHGP_00328
thyA,thyA,Thymidylate synthase,2,2,1.0,7,178,,,,957,957,957.0,DLKHCADP_00534,FKLDPHGP_00304
pfkA,pfkA,ATP-dependent 6-phosphofructokinase,2,2,1.0,7,177,,,,960,960,960.0,DLKHCADP_00724,FKLDPHGP_00355
btuD,btuD,Vitamin B12 import ATP-binding protein BtuD,2,2,1.0,7,176,,,,960,960,960.0,DLKHCADP_00555,FKLDPHGP_00179
oppB,oppB,Oligopeptide transport system permease protein OppB,2,2,1.0,7,174,,,,963,963,963.0,DLKHCADP_00417,FKLDPHGP_00249
oppF,oppF,Oligopeptide transport ATP-binding protein OppF,2,2,1.0,7,173,,,,969,969,969.0,DLKHCADP_00416,FKLDPHGP_00248
ccpA_3,ccpA_3,Catabolite control protein A,2,2,1.0,7,172,,,,984,984,984.0,DLKHCADP_01942,FKLDPHGP_00118
plsX,plsX,Phosphate acyltransferase,2,2,1.0,7,171,,,,1002,1002,1002.0,DLKHCADP_00413,FKLDPHGP_00245
oppD,oppD,Oligopeptide transport ATP-binding protein OppD,2,2,1.0,7,170,,,,1011,1011,1011.0,DLKHCADP_00415,FKLDPHGP_00247
ansA,ansA,L-asparaginase 1,2,2,1.0,7,169,,,,1017,1017,1017.0,DLKHCADP_00830,FKLDPHGP_00324
yfiC,yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,2,2,1.0,7,168,,,,1017,1017,1017.0,DLKHCADP_00442,FKLDPHGP_00274
tsf,tsf,Elongation factor Ts,2,2,1.0,7,166,,,,1026,1026,1026.0,DLKHCADP_00444,FKLDPHGP_00276
metN,metN,Methionine import ATP-binding protein MetN,2,2,1.0,7,164,,,,1050,1050,1050.0,DLKHCADP_00852,FKLDPHGP_00318
hrcA,hrcA,Heat-inducible transcription repressor HrcA,2,2,1.0,7,163,,,,1059,1059,1059.0,DLKHCADP_00462,FKLDPHGP_00294
ysdC,ysdC,Putative aminopeptidase YsdC,2,2,1.0,7,162,,,,1086,1086,1086.0,DLKHCADP_01949,FKLDPHGP_00111
group_408,,hypothetical protein,2,2,1.0,7,161,,,,1089,1089,1089.0,DLKHCADP_01904,FKLDPHGP_00101
ypdF,ypdF,Aminopeptidase YpdF,2,2,1.0,7,159,,,,1110,1110,1110.0,DLKHCADP_00662,FKLDPHGP_00220
group_407,,hypothetical protein,2,2,1.0,7,158,,,,1131,1131,1131.0,DLKHCADP_00636,FKLDPHGP_00196
dnaJ,dnaJ,Chaperone protein DnaJ,2,2,1.0,7,155,,,,1167,1167,1167.0,DLKHCADP_00465,FKLDPHGP_00297
group_405,,hypothetical protein,2,2,1.0,7,154,,,,1185,1185,1185.0,DLKHCADP_00649,FKLDPHGP_00207
rps1,rps1,Small ribosomal subunit protein bS1,2,2,1.0,7,150,,,,1200,1200,1200.0,DLKHCADP_00735,FKLDPHGP_00366
nusA,nusA,Transcription termination/antitermination protein NusA,2,2,1.0,7,149,,,,1221,1221,1221.0,DLKHCADP_00453,FKLDPHGP_00285
niaP,niaP,Niacin transporter NiaP,2,2,1.0,7,147,,,,1233,1233,1233.0,DLKHCADP_01939,FKLDPHGP_00121
yfmL,yfmL,putative ATP-dependent RNA helicase YfmL,2,2,1.0,7,146,,,,1236,1236,1236.0,DLKHCADP_00545,FKLDPHGP_00168
rasP,rasP,Regulator of sigma-W protease RasP,2,2,1.0,7,145,,,,1257,1257,1257.0,DLKHCADP_00449,FKLDPHGP_00281
ypiA,ypiA,TPR repeat-containing protein YpiA,2,2,1.0,7,144,,,,1260,1260,1260.0,DLKHCADP_00738,FKLDPHGP_00369
sasA_1,sasA_1,Adaptive-response sensory-kinase SasA,2,2,1.0,7,142,,,,1275,1275,1275.0,DLKHCADP_00561,FKLDPHGP_00185
eno2_1,eno2_1,Enolase 2,2,2,1.0,7,141,,,,1287,1287,1287.0,DLKHCADP_00845,FKLDPHGP_00311
hisS,hisS,Histidine--tRNA ligase,2,2,1.0,7,140,,,,1287,1287,1287.0,DLKHCADP_00838,FKLDPHGP_00332
obg,obg,GTPase Obg,2,2,1.0,7,139,,,,1287,1287,1287.0,DLKHCADP_00747,FKLDPHGP_00345
der,der,GTPase Der,2,2,1.0,7,138,,,,1308,1308,1308.0,DLKHCADP_00736,FKLDPHGP_00367
steT,steT,Serine/threonine exchanger SteT,2,2,1.0,7,137,,,,1311,1311,1311.0,DLKHCADP_00543,FKLDPHGP_00166
rsmB,rsmB,Ribosomal RNA small subunit methyltransferase B,2,2,1.0,7,135,,,,1317,1317,1317.0,DLKHCADP_00677,FKLDPHGP_00235
pepE_3,pepE_3,Aminopeptidase E,2,2,1.0,7,134,,,,1317,1317,1317.0,DLKHCADP_00644,FKLDPHGP_00203
group_398,,hypothetical protein,2,2,1.0,7,133,,,,1323,1323,1323.0,DLKHCADP_00657,FKLDPHGP_00215
pyrP,pyrP,Uracil permease,2,2,1.0,7,132,,,,1332,1332,1332.0,DLKHCADP_01917,FKLDPHGP_00088
celB,celB,PTS system cellobiose-specific EIIC component,2,2,1.0,7,131,,,,1332,1332,1332.0,DLKHCADP_00546,FKLDPHGP_00169
group_397,,hypothetical protein,2,2,1.0,7,129,,,,1344,1344,1344.0,DLKHCADP_00536,FKLDPHGP_00306
ftsY,ftsY,Signal recognition particle receptor FtsY,2,2,1.0,7,128,,,,1350,1350,1350.0,DLKHCADP_00424,FKLDPHGP_00255
group_396,,putative transporter,2,2,1.0,7,127,,,,1353,1353,1353.0,DLKHCADP_00742,FKLDPHGP_00340
group_394,,hypothetical protein,2,2,1.0,7,125,,,,174,174,174.0,DLKHCADP_00558,FKLDPHGP_00182
xseA,xseA,Exodeoxyribonuclease 7 large subunit,2,2,1.0,7,124,,,,1371,1371,1371.0,DLKHCADP_00667,FKLDPHGP_00225
group_393,,NADH:fumarate oxidoreductase,2,2,1.0,7,123,,,,1374,1374,1374.0,DLKHCADP_00855,FKLDPHGP_00321
group_392,,hypothetical protein,2,2,1.0,7,122,,,,1377,1377,1377.0,DLKHCADP_00857,FKLDPHGP_00323
group_391,,hypothetical protein,2,2,1.0,7,121,,,,1380,1380,1380.0,DLKHCADP_00541,FKLDPHGP_00164
group_390,,hypothetical protein,2,3,1.5,7,120,,,,162,852,568.0,DLKHCADP_01937;DLKHCADP_01938,FKLDPHGP_00122
yidA_3~~~yidA_1,yidA_3;yidA_1,Sugar phosphatase YidA,2,2,1.0,7,119,,,,807,807,807.0,DLKHCADP_01589,FKLDPHGP_00085
cfa,;cfa,hypothetical protein;Cyclopropane-fatty-acyl-phospholipid synthase,2,3,1.5,7,118,,,,417,1071,722.0,DLKHCADP_00440,FKLDPHGP_00272;FKLDPHGP_00271
group_389,,hypothetical protein,2,2,1.0,7,117,,,,612,612,612.0,DLKHCADP_00559,FKLDPHGP_00183
fumC,fumC,Fumarate hydratase class II,2,2,1.0,7,116,,,,1407,1407,1407.0,DLKHCADP_00854,FKLDPHGP_00320
yflS,yflS,Putative malate transporter YflS,2,2,1.0,7,114,,,,1416,1416,1416.0,DLKHCADP_01901,FKLDPHGP_00104
gatC_6,gatC_6,PTS system galactitol-specific EIIC component,2,2,1.0,7,113,,,,1419,1419,1419.0,DLKHCADP_01910,FKLDPHGP_00095
pepDA_1,pepDA_1,Dipeptidase A,2,2,1.0,7,112,,,,1425,1425,1425.0,DLKHCADP_00425,FKLDPHGP_00256
lacG_2,lacG_2,6-phospho-beta-galactosidase,2,2,1.0,7,111,,,,1428,1428,1428.0,DLKHCADP_01905,FKLDPHGP_00100
ffh,ffh,Signal recognition particle protein,2,2,1.0,7,110,,,,1431,1431,1431.0,DLKHCADP_00427,FKLDPHGP_00258
group_387,,hypothetical protein,2,2,1.0,7,109,,,,411,411,411.0,DLKHCADP_00557,FKLDPHGP_00181
group_386,,hypothetical protein,2,2,1.0,7,108,,,,825,825,825.0,DLKHCADP_01928,FKLDPHGP_00131
mdtP_1,mdtP_1,Multidrug transporter protein MdtP,2,2,1.0,7,107,,,,1473,1473,1473.0,DLKHCADP_00640,FKLDPHGP_00199
cls_1,cls_1,Cardiolipin synthase,2,2,1.0,7,106,,,,1488,1488,1488.0,DLKHCADP_00533,FKLDPHGP_00303
dtpT,dtpT,Di-/tripeptide transporter,2,2,1.0,7,105,,,,1494,1494,1494.0,DLKHCADP_01940,FKLDPHGP_00120
mltF_1,mltF_1,Membrane-bound lytic murein transglycosylase F,2,2,1.0,7,104,,,,1497,1497,1497.0,DLKHCADP_00945,FKLDPHGP_00143
vmlR,vmlR,Ribosome protection protein VmlR,2,2,1.0,7,103,,,,1506,1506,1506.0,DLKHCADP_00460,FKLDPHGP_00292
yjeM,yjeM,Inner membrane transporter YjeM,2,2,1.0,7,102,,,,1509,1509,1509.0,DLKHCADP_00532,FKLDPHGP_00302
group_385,,hypothetical protein,2,3,1.5,7,101,,,,468,1368,909.0,DLKHCADP_00940,FKLDPHGP_00138;FKLDPHGP_00137
group_384,,hypothetical protein,2,2,1.0,7,100,,,,1539,1539,1539.0,DLKHCADP_00928,FKLDPHGP_00152
egtUBC,egtUBC,putative ergothioneine transporter EgtUBC,2,2,1.0,7,99,,,,1551,1551,1551.0,DLKHCADP_00556,FKLDPHGP_00180
mnaA,mnaA,UDP-N-acetylglucosamine 2-epimerase,2,2,1.0,7,98,,,,1143,1299,1221.0,DLKHCADP_00548,FKLDPHGP_00172
pnbA,;pnbA,hypothetical protein;4-nitrobenzoate reductase,2,3,1.5,7,97,,,,123,666,392.0,DLKHCADP_00638;DLKHCADP_00637,FKLDPHGP_00197
cpdB,cpdB,2'3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase,2,2,1.0,7,96,,,,1566,1566,1566.0,DLKHCADP_00753,FKLDPHGP_00351
sbnD_2~~~sbnD_1,sbnD_2;sbnD_1,Staphyloferrin B transporter,2,2,1.0,7,95,,,,963,1212,1087.5,DLKHCADP_01898,FKLDPHGP_00107
rppH,;rppH,hypothetical protein;RNA pyrophosphohydrolase,2,2,1.0,7,94,,,,345,429,387.0,DLKHCADP_00433,FKLDPHGP_00264
ybiT,ybiT,putative ATP-binding protein YbiT,2,2,1.0,7,93,,,,1623,1623,1623.0,DLKHCADP_00847,FKLDPHGP_00313
group_383,,hypothetical protein,2,2,1.0,7,92,,,,141,993,567.0,DLKHCADP_00949,FKLDPHGP_00147
aes,;aes,hypothetical protein;Acetyl esterase,2,3,1.5,7,91,,,,348,900,568.0,DLKHCADP_00647;DLKHCADP_00648,FKLDPHGP_00206
treA,treA,Trehalose-6-phosphate hydrolase,2,2,1.0,7,90,,,,1659,1659,1659.0,DLKHCADP_01927,FKLDPHGP_00132
oppA_2,;oppA_2,hypothetical protein;Oligopeptide-binding protein OppA,2,3,1.5,7,89,,,,216,1755,1065.0,DLKHCADP_00420;DLKHCADP_00419,FKLDPHGP_00251
group_382,,putative protein,2,2,1.0,7,88,,,,1665,1665,1665.0,DLKHCADP_00685,FKLDPHGP_00243
malL_2,malL_2,Oligo-16-glucosidase,2,2,1.0,7,87,,,,1668,1668,1668.0,DLKHCADP_01943,FKLDPHGP_00117
recN,recN,DNA repair protein RecN,2,2,1.0,7,86,,,,1680,1680,1680.0,DLKHCADP_00671,FKLDPHGP_00229
group_381,,hypothetical protein,2,2,1.0,7,85,,,,1692,1692,1692.0,DLKHCADP_00832,FKLDPHGP_00326
lacE_2,lacE_2,PTS system lactose-specific EIICB component,2,2,1.0,7,84,,,,1698,1698,1698.0,DLKHCADP_01906,FKLDPHGP_00099
proS,proS,Proline--tRNA ligase,2,2,1.0,7,83,,,,1698,1698,1698.0,DLKHCADP_00450,FKLDPHGP_00282
group_380,,putative ABC transporter ATP-binding protein,2,2,1.0,7,82,,,,1734,1734,1734.0,DLKHCADP_01935,FKLDPHGP_00124
oppA_4,oppA_4,Oligopeptide-binding protein OppA,2,2,1.0,7,81,,,,1755,1755,1755.0,DLKHCADP_00642,FKLDPHGP_00201
oppA_3,oppA_3,Oligopeptide-binding protein OppA,2,2,1.0,7,80,,,,1758,1758,1758.0,DLKHCADP_00421,FKLDPHGP_00252
group_379,,hypothetical protein,2,2,1.0,7,79,,,,1761,1761,1761.0,DLKHCADP_00650,FKLDPHGP_00208
yheI_2,yheI_2,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI,2,2,1.0,7,78,,,,1767,1767,1767.0,DLKHCADP_00438,FKLDPHGP_00269
group_378,,putative ABC transporter ATP-binding protein,2,2,1.0,7,77,,,,1770,1770,1770.0,DLKHCADP_01934,FKLDPHGP_00125
pyk,pyk,Pyruvate kinase,2,2,1.0,7,76,,,,1770,1770,1770.0,DLKHCADP_00725,FKLDPHGP_00356
group_377,,hypothetical protein,2,2,1.0,7,75,,,,483,549,516.0,DLKHCADP_00564,FKLDPHGP_00188
group_376,,hypothetical protein,2,2,1.0,7,74,,,,1794,1794,1794.0,DLKHCADP_01902,FKLDPHGP_00103
group_375,,hypothetical protein,2,2,1.0,7,73,,,,831,849,840.0,DLKHCADP_00944,FKLDPHGP_00142
yheH,yheH,putative multidrug resistance ABC transporter ATP-binding/permease protein YheH,2,2,1.0,7,72,,,,1794,1794,1794.0,DLKHCADP_00439,FKLDPHGP_00270
uvrC,uvrC,UvrABC system protein C,2,2,1.0,7,71,,,,1803,1803,1803.0,DLKHCADP_00746,FKLDPHGP_00344
glmS,glmS,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],2,2,1.0,7,70,,,,1812,1812,1812.0,DLKHCADP_00633,FKLDPHGP_00193
lepA_2,lepA_2,Elongation factor 4,2,2,1.0,7,69,,,,1839,1839,1839.0,DLKHCADP_00466,FKLDPHGP_00298
group_374,,hypothetical protein,2,2,1.0,7,68,,,,114,114,114.0,DLKHCADP_00656,FKLDPHGP_00214
aspS,aspS,Aspartate--tRNA ligase,2,2,1.0,7,67,,,,1854,1854,1854.0,DLKHCADP_00839,FKLDPHGP_00333
dnaK,dnaK,Chaperone protein DnaK,2,2,1.0,7,65,,,,1872,1872,1872.0,DLKHCADP_00464,FKLDPHGP_00296
oatA,oatA,Peptidoglycan O-acetyltransferase OatA,2,2,1.0,7,60,,,,1926,1926,1926.0,DLKHCADP_00748,FKLDPHGP_00346
group_369,,hypothetical protein,2,2,1.0,7,59,,,,1929,1929,1929.0,DLKHCADP_01925,FKLDPHGP_00134
prkC,prkC,Serine/threonine-protein kinase PrkC,2,2,1.0,7,52,,,,1989,1989,1989.0,DLKHCADP_00679,FKLDPHGP_00237
group_362,,hypothetical protein,2,2,1.0,7,51,,,,2007,2007,2007.0,DLKHCADP_01941,FKLDPHGP_00119
recG,recG,ATP-dependent DNA helicase RecG,2,2,1.0,7,47,,,,2040,2040,2040.0,DLKHCADP_00412,FKLDPHGP_00244
group_358,,hypothetical protein,2,2,1.0,7,46,,,,174,174,174.0,DLKHCADP_00941,FKLDPHGP_00139
group_356,,putative tautomerase.1,2,2,1.0,7,44,,,,180,180,180.0,DLKHCADP_00655,FKLDPHGP_00213
group_355,,hypothetical protein,2,2,1.0,7,43,,,,186,186,186.0,0_refound_0,FKLDPHGP_00171
rpmB,rpmB,Large ribosomal subunit protein bL28,2,2,1.0,7,42,,,,186,186,186.0,DLKHCADP_00683,FKLDPHGP_00241
relA,relA,GTP pyrophosphokinase,2,2,1.0,7,38,,,,2253,2253,2253.0,DLKHCADP_00836,FKLDPHGP_00330
kdpB,kdpB,Potassium-transporting ATPase ATP-binding subunit,2,2,1.0,7,37,,,,2268,2268,2268.0,DLKHCADP_00537,FKLDPHGP_00307
recJ,recJ,Single-stranded-DNA-specific exonuclease RecJ,2,2,1.0,7,36,,,,2271,2271,2271.0,DLKHCADP_00468,FKLDPHGP_00300
rpmF,rpmF,Large ribosomal subunit protein bL32,2,2,1.0,7,35,,,,192,192,192.0,DLKHCADP_00752,FKLDPHGP_00350
group_348,,hypothetical protein,2,2,1.0,7,31,,,,201,201,201.0,DLKHCADP_01948,FKLDPHGP_00112
priA,priA,Replication restart protein PriA,2,2,1.0,7,30,,,,2397,2397,2397.0,DLKHCADP_00675,FKLDPHGP_00233
pepX,pepX,Xaa-Pro dipeptidyl-peptidase,2,2,1.0,7,29,,,,2385,2385,2385.0,DLKHCADP_00562,FKLDPHGP_00186
group_347,,hypothetical protein,2,2,1.0,7,28,,,,201,201,201.0,DLKHCADP_00754,FKLDPHGP_00352
xpkA,xpkA,Xylulose-5-phosphate phosphoketolase,2,2,1.0,7,24,,,,2406,2406,2406.0,DLKHCADP_00937,FKLDPHGP_00161
ctpE,ctpE,Calcium-transporting ATPase CtpE,2,2,1.0,7,23,,,,2427,2427,2427.0,DLKHCADP_00831,FKLDPHGP_00325
group_343,,hypothetical protein,2,2,1.0,7,22,,,,207,207,207.0,DLKHCADP_00723,FKLDPHGP_00354
group_341,,hypothetical protein,2,2,1.0,7,20,,,,210,210,210.0,DLKHCADP_01897,FKLDPHGP_00108
pepN,pepN,Aminopeptidase N,2,2,1.0,7,19,,,,2535,2535,2535.0,DLKHCADP_00565,FKLDPHGP_00189
lepA_1,lepA_1,Elongation factor 4,2,2,1.0,7,17,,,,2646,2646,2646.0,DLKHCADP_00456,FKLDPHGP_00288
rpoZ,rpoZ,DNA-directed RNA polymerase subunit omega,2,2,1.0,7,14,,,,219,219,219.0,DLKHCADP_00674,FKLDPHGP_00232
pacL,pacL,Calcium-transporting ATPase,2,2,1.0,7,11,,,,2802,2802,2802.0,DLKHCADP_00943,FKLDPHGP_00141
group_333,,hypothetical protein,2,2,1.0,7,8,,,,222,222,222.0,DLKHCADP_00437,FKLDPHGP_00268
dnaE,dnaE,DNA polymerase III subunit alpha,2,2,1.0,7,6,,,,3117,3117,3117.0,DLKHCADP_00722,FKLDPHGP_00353
smc_4,smc_4,Chromosome partition protein Smc,2,2,1.0,7,4,,,,3561,3561,3561.0,DLKHCADP_00423,FKLDPHGP_00254
polC_1,polC_1,DNA polymerase III PolC-type,2,2,1.0,7,2,,,,4299,4299,4299.0,DLKHCADP_00451,FKLDPHGP_00283
group_329,,hypothetical protein,2,2,1.0,6,129,,,,252,252,252.0,DLKHCADP_01616,FKLDPHGP_01552
group_328,,hypothetical protein,2,2,1.0,6,128,,,,537,537,537.0,DLKHCADP_01654,FKLDPHGP_01587
nfr1,nfr1,NADH-dependent flavin reductase subunit 1,2,2,1.0,6,126,,,,543,543,543.0,DLKHCADP_01649,FKLDPHGP_01592
hflX,hflX,GTPase HflX,2,2,1.0,6,125,,,,1281,1281,1281.0,DLKHCADP_01627,FKLDPHGP_01540
nfr2,nfr2,NADH-dependent flavin reductase subunit 2,2,2,1.0,6,124,,,,555,555,555.0,DLKHCADP_01650,FKLDPHGP_01591
smtB,smtB,HTH-type transcriptional repressor SmtB,2,2,1.0,6,123,,,,279,279,279.0,DLKHCADP_01603,FKLDPHGP_01565
licT_4,licT_4,Transcription antiterminator LicT,2,2,1.0,6,122,,,,849,849,849.0,DLKHCADP_01643,FKLDPHGP_01598
guaA_3,guaA_3,GMP synthase [glutamine-hydrolyzing],2,2,1.0,6,121,,,,684,684,684.0,DLKHCADP_01470,FKLDPHGP_01617
uup_8,uup_8,ATP-binding protein Uup,2,2,1.0,6,120,,,,1602,1602,1602.0,DLKHCADP_01471,FKLDPHGP_01618
group_327,,Macro domain-containing protein,2,2,1.0,6,119,,,,507,510,508.5,DLKHCADP_01472,FKLDPHGP_01619
group_326,,hypothetical protein,2,2,1.0,6,118,,,,291,291,291.0,DLKHCADP_01623,FKLDPHGP_01545
licC_2,licC_2,Lichenan permease IIC component,2,2,1.0,6,117,,,,1323,1323,1323.0,DLKHCADP_00407,FKLDPHGP_01520
ybbH_2,ybbH_2,putative HTH-type transcriptional regulator YbbH,2,2,1.0,6,115,,,,852,852,852.0,DLKHCADP_01629,FKLDPHGP_01612
yxdM,yxdM,ABC transporter permease protein YxdM,2,2,1.0,6,113,,,,1869,1869,1869.0,DLKHCADP_01197,FKLDPHGP_01537
cobC~~~pspB_2,cobC;pspB_2,Adenosylcobalamin/alpha-ribazole phosphatase;Putative phosphoserine phosphatase 2,2,2,1.0,6,112,,,,627,627,627.0,DLKHCADP_01638,FKLDPHGP_01603
pspB~~~pspB_1,pspB;pspB_1,Putative phosphoserine phosphatase 2,2,2,1.0,6,111,,,,600,600,600.0,DLKHCADP_01639,FKLDPHGP_01602
efp_1,efp_1,Elongation factor P,2,2,1.0,6,110,,,,573,573,573.0,DLKHCADP_00410,FKLDPHGP_01517
gpmA_3~~~gpmA_5,gpmA_3;gpmA_5,23-bisphosphoglycerate-dependent phosphoglycerate mutase,2,2,1.0,6,109,,,,651,651,651.0,DLKHCADP_01198,FKLDPHGP_01536
menH_2,menH_2,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,2,2,1.0,6,108,,,,750,750,750.0,DLKHCADP_01637,FKLDPHGP_01604
group_323,,hypothetical protein,2,2,1.0,6,106,,,,522,522,522.0,DLKHCADP_01640,FKLDPHGP_01601
group_322,,hypothetical protein,2,2,1.0,6,105,,,,216,216,216.0,DLKHCADP_01199,FKLDPHGP_01535
group_321,,Calcium-transporting ATPase 1,2,3,1.5,6,104,,,,1092,2685,1781.0,DLKHCADP_00399,FKLDPHGP_01528;FKLDPHGP_01527
group_320,,hypothetical protein,2,2,1.0,6,103,,,,603,603,603.0,DLKHCADP_01636,FKLDPHGP_01605
group_319,,hypothetical protein,2,2,1.0,6,102,,,,900,900,900.0,DLKHCADP_01632,FKLDPHGP_01609
group_318,,hypothetical protein,2,2,1.0,6,101,,,,738,738,738.0,DLKHCADP_01448,FKLDPHGP_01678
tcyP,tcyP,L-cystine uptake protein TcyP,2,2,1.0,6,100,,,,1107,1389,1248.0,DLKHCADP_00397,FKLDPHGP_01679
glcA,glcA,Glycolate permease GlcA,2,2,1.0,6,98,,,,1512,1512,1512.0,DLKHCADP_01607,FKLDPHGP_01561
yhaP,yhaP,putative protein YhaP,2,2,1.0,6,97,,,,1227,1227,1227.0,DLKHCADP_01596,FKLDPHGP_01572
group_316,,putative ABC transporter permease,2,2,1.0,6,96,,,,1053,1053,1053.0,DLKHCADP_01641,FKLDPHGP_01600
group_315,,hypothetical protein,2,2,1.0,6,95,,,,1776,1776,1776.0,DLKHCADP_01631,FKLDPHGP_01610
group_313,,hypothetical protein,2,2,1.0,6,93,,,,240,873,556.5,DLKHCADP_01608,FKLDPHGP_01560
group_312,,hypothetical protein,2,2,1.0,6,92,,,,1119,1149,1134.0,DLKHCADP_01625,FKLDPHGP_01542
group_311,,putative ABC transporter ATP-binding protein,2,3,1.5,6,91,,,,279,1731,1140.0,DLKHCADP_01663;DLKHCADP_01662,FKLDPHGP_01579
group_310,,hypothetical protein,2,2,1.0,6,90,,,,345,345,345.0,DLKHCADP_01200,FKLDPHGP_01534
group_309,,hypothetical protein,2,2,1.0,6,89,,,,873,873,873.0,DLKHCADP_01474,FKLDPHGP_01615
ybiV_3,ybiV_3,Sugar phosphatase YbiV,2,2,1.0,6,88,,,,786,786,786.0,DLKHCADP_01602,FKLDPHGP_01566
gmk_2,gmk_2,Guanylate kinase,2,2,1.0,6,87,,,,558,558,558.0,DLKHCADP_01624,FKLDPHGP_01544
group_308,,hypothetical protein,2,2,1.0,6,86,,,,492,492,492.0,DLKHCADP_01618,FKLDPHGP_01550
yaaA,yaaA,DNA-binding and peroxide stress resistance protein YaaA,2,2,1.0,6,85,,,,759,759,759.0,DLKHCADP_01635,FKLDPHGP_01606
group_307,,hypothetical protein,2,2,1.0,6,84,,,,690,690,690.0,DLKHCADP_01633,FKLDPHGP_01608
