Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_paragasseri__UMB0056__GCA_002884735.1,Lactobacillus_paragasseri__UMB5640__GCA_030216965.1,Lactobacillus_paragasseri__UMB6357__GCA_030216895.1
rpsF,rpsF,Small ribosomal subunit protein bS6,3,3,1.0,7,132,,,,297,297,297.0,CHONFCMC_01184,KGGMHOKE_01850,JPPLDLFD_00056
group_624,,hypothetical protein,3,3,1.0,7,131,,,,780,780,780.0,CHONFCMC_01237,KGGMHOKE_00195,JPPLDLFD_00002
cydB,cydB,Cytochrome bd-I ubiquinol oxidase subunit 2,3,3,1.0,7,130,,,,1023,1023,1023.0,CHONFCMC_01113,KGGMHOKE_00326,JPPLDLFD_01608
group_623,,hypothetical protein,3,3,1.0,7,129,,,,300,300,300.0,CHONFCMC_01143,KGGMHOKE_01807,JPPLDLFD_01566
uup_6,uup_6,ATP-binding protein Uup,3,3,1.0,7,127,,,,1569,1569,1569.0,CHONFCMC_01099,KGGMHOKE_00257,JPPLDLFD_01622
group_620,,hypothetical protein,3,3,1.0,7,123,,,,1050,1050,1050.0,CHONFCMC_01215,KGGMHOKE_00216,JPPLDLFD_00023
rutB,rutB,Ureidoacrylate amidohydrolase RutB,3,3,1.0,7,121,,,,552,552,552.0,CHONFCMC_01169,KGGMHOKE_01835,JPPLDLFD_00071
group_619,,hypothetical protein,3,3,1.0,7,120,,,,2619,2622,2620.0,CHONFCMC_01220,KGGMHOKE_00211,JPPLDLFD_00018
group_617,,hypothetical protein,3,3,1.0,7,118,,,,252,252,252.0,CHONFCMC_01214,KGGMHOKE_00217,JPPLDLFD_00024
bmpA,bmpA,ABC transporter nucleoside-binding protein BmpA,3,3,1.0,7,117,,,,1074,1074,1074.0,CHONFCMC_01122,KGGMHOKE_00317,JPPLDLFD_01599
group_616,,hypothetical protein,3,3,1.0,7,116,,,,576,576,576.0,CHONFCMC_01218,KGGMHOKE_00213,JPPLDLFD_00020
group_615,,hypothetical protein,3,3,1.0,7,115,,,,150,150,150.0,CHONFCMC_01180,KGGMHOKE_01846,JPPLDLFD_00060
group_614,,hypothetical protein,3,3,1.0,7,114,,,,558,558,558.0,CHONFCMC_01166,KGGMHOKE_01831,JPPLDLFD_01549
smoB,smoB,6-dehydroglucose reductase,3,3,1.0,7,113,,,,954,981,963.0,CHONFCMC_01199,KGGMHOKE_01865,JPPLDLFD_00041
group_612,,hypothetical protein,3,3,1.0,7,110,,,,441,441,441.0,CHONFCMC_01161,KGGMHOKE_01826,JPPLDLFD_01554
gatC_4~~~gatC_3,gatC_4;gatC_3,PTS system galactitol-specific EIIC component,3,3,1.0,7,109,,,,1317,1452,1407.0,CHONFCMC_01106,KGGMHOKE_00264,JPPLDLFD_01615
cydC,cydC,Glutathione/L-cysteine transport system ATP-binding/permease protein CydC,3,3,1.0,7,108,,,,1746,1746,1746.0,CHONFCMC_01115,KGGMHOKE_00324,JPPLDLFD_01606
benM~~~argP,benM;argP,HTH-type transcriptional regulator BenM;HTH-type transcriptional regulator ArgP,3,3,1.0,7,107,,,,861,927,905.0,CHONFCMC_01224,KGGMHOKE_00208,JPPLDLFD_00016
crp,crp,cAMP-activated global transcriptional regulator CRP,3,3,1.0,7,106,,,,651,681,661.0,CHONFCMC_01165,KGGMHOKE_01830,JPPLDLFD_01550
group_611,,hypothetical protein,3,3,1.0,7,105,,,,1122,1122,1122.0,CHONFCMC_01110,KGGMHOKE_00268,JPPLDLFD_01611
group_609,,hypothetical protein,3,3,1.0,7,103,,,,825,825,825.0,CHONFCMC_01236,KGGMHOKE_00196,JPPLDLFD_00003
group_607,,hypothetical protein,3,3,1.0,7,100,,,,909,1143,1065.0,CHONFCMC_01192,KGGMHOKE_01858,JPPLDLFD_00048
group_606,,hypothetical protein,3,3,1.0,7,99,,,,891,918,909.0,CHONFCMC_01187,KGGMHOKE_01853,JPPLDLFD_00053
recF,recF,DNA replication and repair protein RecF,3,3,1.0,7,98,,,,1125,1125,1125.0,CHONFCMC_01181,KGGMHOKE_01847,JPPLDLFD_00059
dnaN,dnaN,Beta sliding clamp,3,3,1.0,7,97,,,,1131,1131,1131.0,CHONFCMC_01179,KGGMHOKE_01845,JPPLDLFD_00061
exoA_1,exoA_1,Exodeoxyribonuclease,3,3,1.0,7,96,,,,828,828,828.0,CHONFCMC_01211,KGGMHOKE_00220,JPPLDLFD_00027
group_605,,hypothetical protein,3,3,1.0,7,95,,,,558,561,559.0,CHONFCMC_01151,KGGMHOKE_01816,JPPLDLFD_01562
pox5,pox5,Pyruvate oxidase,3,3,1.0,7,93,,,,1809,1809,1809.0,CHONFCMC_01172,KGGMHOKE_01838,JPPLDLFD_00068
group_602,,hypothetical protein,3,4,1.3333333333333333,7,91,,,,204,546,407.25,CHONFCMC_01150,KGGMHOKE_01815;KGGMHOKE_01814,JPPLDLFD_01563
cydD,cydD,Glutathione/L-cysteine transport system ATP-binding/permease protein CydD,3,3,1.0,7,90,,,,1818,1818,1818.0,CHONFCMC_01114,KGGMHOKE_00325,JPPLDLFD_01607
copY,copY,Transcriptional repressor CopY,3,3,1.0,7,89,,,,435,435,435.0,CHONFCMC_01152,KGGMHOKE_01817,JPPLDLFD_01561
group_601,,hypothetical protein,3,3,1.0,7,88,,,,1152,1152,1152.0,CHONFCMC_01092,KGGMHOKE_00247,JPPLDLFD_01632
guaB,guaB,Inosine-5'-monophosphate dehydrogenase,3,3,1.0,7,87,,,,1155,1155,1155.0,CHONFCMC_01217,KGGMHOKE_00214,JPPLDLFD_00021
urdA,urdA,Urocanate reductase,3,3,1.0,7,86,,,,1851,1851,1851.0,CHONFCMC_01225,KGGMHOKE_00207,JPPLDLFD_00015
group_600,,hypothetical protein,3,3,1.0,7,85,,,,603,603,603.0,CHONFCMC_01229,KGGMHOKE_00203,JPPLDLFD_00011
group_599,,hypothetical protein,3,3,1.0,7,84,,,,399,399,399.0,CHONFCMC_01163,KGGMHOKE_01828,JPPLDLFD_01552
def_2,def_2,Peptide deformylase,3,3,1.0,7,83,,,,270,414,366.0,CHONFCMC_01145,KGGMHOKE_01809,JPPLDLFD_01564
napA,napA,Na(+)/H(+) antiporter,3,3,1.0,7,82,,,,1161,1161,1161.0,CHONFCMC_01097,KGGMHOKE_00255,JPPLDLFD_01624
zosA,zosA,Zinc-transporting ATPase,3,3,1.0,7,81,,,,1878,1878,1878.0,CHONFCMC_01096,KGGMHOKE_00254,JPPLDLFD_01625
group_598,,DegV domain-containing protein,3,3,1.0,7,80,,,,840,840,840.0,CHONFCMC_01205,KGGMHOKE_00230,JPPLDLFD_00034
yeaE,yeaE,Methylglyoxal reductase YeaE,3,3,1.0,7,78,,,,840,840,840.0,CHONFCMC_01134,KGGMHOKE_01792,JPPLDLFD_01586
mnmG,mnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,3,3,1.0,7,77,,,,1896,1896,1896.0,CHONFCMC_01173,KGGMHOKE_01839,JPPLDLFD_00067
rnpA,rnpA,Ribonuclease P protein component,3,3,1.0,7,75,,,,369,369,369.0,CHONFCMC_01176,KGGMHOKE_01842,JPPLDLFD_00064
copA,copA,Copper-exporting P-type ATPase,3,3,1.0,7,73,,,,1935,1935,1935.0,CHONFCMC_01155,KGGMHOKE_01820,JPPLDLFD_01558
group_596,,hypothetical protein,3,3,1.0,7,70,,,,378,378,378.0,CHONFCMC_01153,KGGMHOKE_01818,JPPLDLFD_01560
gyrB,gyrB,DNA gyrase subunit B,3,3,1.0,7,69,,,,1968,1968,1968.0,CHONFCMC_01182,KGGMHOKE_01848,JPPLDLFD_00058
group_594,,hypothetical protein,3,3,1.0,7,67,,,,2019,2019,2019.0,CHONFCMC_01193,KGGMHOKE_01859,JPPLDLFD_00047
gdpP,gdpP,Cyclic-di-AMP phosphodiesterase GdpP,3,3,1.0,7,66,,,,2019,2019,2019.0,CHONFCMC_01188,KGGMHOKE_01854,JPPLDLFD_00052
group_593,,hypothetical protein,3,4,1.3333333333333333,7,65,,,,264,690,519.0,CHONFCMC_01203,KGGMHOKE_00232;KGGMHOKE_00233,JPPLDLFD_00036
group_592,,hypothetical protein,3,4,1.3333333333333333,7,64,,,,189,846,621.75,CHONFCMC_01167,KGGMHOKE_01833,JPPLDLFD_01547;JPPLDLFD_00073
rpmH,rpmH,Large ribosomal subunit protein bL34,3,3,1.0,7,62,,,,141,141,141.0,CHONFCMC_01177,KGGMHOKE_01843,JPPLDLFD_00063
group_591,,hypothetical protein,3,3,1.0,7,61,,,,1200,1200,1200.0,CHONFCMC_01084,KGGMHOKE_00239,JPPLDLFD_01640
gadC_2~~~gadC_1~~~gadC,gadC_2;gadC_1;gadC,Glutamate/gamma-aminobutyrate antiporter,3,4,1.3333333333333333,7,60,,,,285,1434,1073.25,CHONFCMC_01223,KGGMHOKE_00210;KGGMHOKE_00209,JPPLDLFD_00017
ygcS,ygcS,Inner membrane metabolite transport protein YgcS,3,3,1.0,7,58,,,,1344,1344,1344.0,CHONFCMC_01162,KGGMHOKE_01827,JPPLDLFD_01553
mutS2,mutS2,Endonuclease MutS2,3,3,1.0,7,56,,,,1878,1878,1878.0,CHONFCMC_01164,KGGMHOKE_01829,JPPLDLFD_01551
odcI,odcI,Inducible ornithine decarboxylase,3,3,1.0,7,55,,,,2100,2100,2100.0,CHONFCMC_01159,KGGMHOKE_01824,JPPLDLFD_01556
clpE_2,clpE_2,ATP-dependent Clp protease ATP-binding subunit ClpE,3,3,1.0,7,54,,,,2118,2118,2118.0,CHONFCMC_01080,KGGMHOKE_00235,JPPLDLFD_01644
pbuG_3,pbuG_3,Guanine/hypoxanthine permease PbuG,3,3,1.0,7,53,,,,1314,1371,1333.0,CHONFCMC_01144,KGGMHOKE_01808,JPPLDLFD_01565
group_589,,hypothetical protein,3,3,1.0,7,52,,,,861,861,861.0,CHONFCMC_01233,KGGMHOKE_00199,JPPLDLFD_00006
group_588,,hypothetical protein,3,3,1.0,7,51,,,,861,861,861.0,CHONFCMC_01100,KGGMHOKE_00258,JPPLDLFD_01621
group_586,,hypothetical protein,3,3,1.0,7,49,,,,159,159,159.0,CHONFCMC_01090,KGGMHOKE_00245,JPPLDLFD_01634
dltB,dltB,Teichoic acid D-alanyltransferase,3,3,1.0,7,48,,,,1224,1224,1224.0,CHONFCMC_01088,KGGMHOKE_00243,JPPLDLFD_01636
group_585,,hypothetical protein,3,3,1.0,7,47,,,,165,165,165.0,CHONFCMC_01209,KGGMHOKE_00222,JPPLDLFD_00029
group_584,,hypothetical protein,3,3,1.0,7,46,,,,648,648,648.0,CHONFCMC_01202,KGGMHOKE_01868,JPPLDLFD_00037
group_581,,hypothetical protein,3,3,1.0,7,43,,,,174,291,252.0,CHONFCMC_01094,KGGMHOKE_00252,JPPLDLFD_01627
group_580,,Deoxyadenosine kinase,3,3,1.0,7,42,,,,648,648,648.0,CHONFCMC_01136,KGGMHOKE_01794,JPPLDLFD_01584
mroQ,mroQ,Membrane-embedded CAAX protease MroQ,3,3,1.0,7,41,,,,648,648,648.0,CHONFCMC_01109,KGGMHOKE_00267,JPPLDLFD_01612
pcp,pcp,Pyrrolidone-carboxylate peptidase,3,3,1.0,7,40,,,,648,648,648.0,CHONFCMC_01103,KGGMHOKE_00261,JPPLDLFD_01618
eis,eis,N-acetyltransferase Eis,3,3,1.0,7,39,,,,1164,1164,1164.0,CHONFCMC_01201,KGGMHOKE_01867,JPPLDLFD_00039
uup_7,uup_7,ATP-binding protein Uup,3,3,1.0,7,37,,,,2340,2340,2340.0,CHONFCMC_01111,KGGMHOKE_00269,JPPLDLFD_01610
yidC2,yidC2,Membrane protein insertase YidC 2,3,3,1.0,7,35,,,,876,876,876.0,CHONFCMC_01175,KGGMHOKE_01841,JPPLDLFD_00065
group_578,,L-lactate oxidase,3,3,1.0,7,34,,,,1239,1239,1239.0,CHONFCMC_01138,KGGMHOKE_01802,JPPLDLFD_01571
group_577,,hypothetical protein,3,3,1.0,7,33,,,,654,654,654.0,CHONFCMC_01098,KGGMHOKE_00256,JPPLDLFD_01623
gyrA,gyrA,DNA gyrase subunit A GyrA,3,3,1.0,7,29,,,,2490,2490,2490.0,CHONFCMC_01183,KGGMHOKE_01849,JPPLDLFD_00057
group_574,,hypothetical protein,3,3,1.0,7,28,,,,243,243,243.0,CHONFCMC_01102,KGGMHOKE_00260,JPPLDLFD_01619
group_573,,hypothetical protein,3,3,1.0,7,27,,,,228,885,658.0,CHONFCMC_01133,KGGMHOKE_01791,JPPLDLFD_01587
gmuE,gmuE,Putative fructokinase,3,3,1.0,7,26,,,,885,885,885.0,CHONFCMC_01191,KGGMHOKE_01857,JPPLDLFD_00049
fpaP_1,fpaP_1,Proline iminopeptidase,3,3,1.0,7,25,,,,885,885,885.0,CHONFCMC_01123,KGGMHOKE_00316,JPPLDLFD_01598
group_572,,hypothetical protein,3,3,1.0,7,24,,,,1269,1269,1269.0,CHONFCMC_01160,KGGMHOKE_01825,JPPLDLFD_01555
group_571,,hypothetical protein,3,3,1.0,7,23,,,,888,888,888.0,CHONFCMC_01213,KGGMHOKE_00218,JPPLDLFD_00025
group_570,,hypothetical protein,3,3,1.0,7,22,,,,195,195,195.0,CHONFCMC_01197,KGGMHOKE_01863,JPPLDLFD_00043
tetM,tetM,Tetracycline resistance protein TetM from transposon TnFO1;Tetracycline resistance protein TetM from transposon Tn916,3,3,1.0,7,21,,,,1923,1923,1923.0,CHONFCMC_01207,KGGMHOKE_00224,JPPLDLFD_00031
murQ,murQ,N-acetylmuramic acid 6-phosphate etherase,3,3,1.0,7,20,,,,894,894,894.0,CHONFCMC_01131,KGGMHOKE_00308,JPPLDLFD_01589
uvrB_2,uvrB_2,UvrABC system protein B,3,3,1.0,7,19,,,,2874,2874,2874.0,CHONFCMC_01212,KGGMHOKE_00219,JPPLDLFD_00026
group_569,,hypothetical protein,3,3,1.0,7,18,,,,1296,1296,1296.0,CHONFCMC_01120,KGGMHOKE_00319,JPPLDLFD_01601
group_567,,Deoxyguanosine kinase,3,3,1.0,7,16,,,,675,675,675.0,CHONFCMC_01137,KGGMHOKE_01795,JPPLDLFD_01583
group_566,,hypothetical protein,3,3,1.0,7,15,,,,675,675,675.0,CHONFCMC_01105,KGGMHOKE_00263,JPPLDLFD_01616
dltD,dltD,Protein DltD,3,3,1.0,7,14,,,,1302,1302,1302.0,CHONFCMC_01086,KGGMHOKE_00241,JPPLDLFD_01638
group_565,,hypothetical protein,3,3,1.0,7,13,,,,312,312,312.0,CHONFCMC_01093,KGGMHOKE_00248,JPPLDLFD_01631
group_564,,hypothetical protein,3,3,1.0,7,11,,,,210,210,210.0,CHONFCMC_01118,KGGMHOKE_00321,JPPLDLFD_01603
pbuG_2,pbuG_2,Guanine/hypoxanthine permease PbuG,3,3,1.0,7,10,,,,1311,1311,1311.0,CHONFCMC_01142,KGGMHOKE_01806,JPPLDLFD_01567
pbuG_1,pbuG_1,Guanine/hypoxanthine permease PbuG,3,3,1.0,7,9,,,,1311,1311,1311.0,CHONFCMC_01139,KGGMHOKE_01803,JPPLDLFD_01570
fpaP_2,fpaP_2,Proline iminopeptidase,3,3,1.0,7,8,,,,915,915,915.0,CHONFCMC_01228,KGGMHOKE_00204,JPPLDLFD_00012
group_563,,hypothetical protein,3,3,1.0,7,7,,,,708,735,717.0,CHONFCMC_01141,KGGMHOKE_01805,JPPLDLFD_01568
group_562,,hypothetical protein,3,3,1.0,7,6,,,,183,183,183.0,CHONFCMC_01140,KGGMHOKE_01804,JPPLDLFD_01569
group_561,,hypothetical protein,3,3,1.0,7,5,,,,915,915,915.0,CHONFCMC_01081,KGGMHOKE_00236,JPPLDLFD_01643
group_560,,hypothetical protein,3,3,1.0,7,4,,,,1320,1320,1320.0,CHONFCMC_01082,KGGMHOKE_00237,JPPLDLFD_01642
garB,garB,Glutathione amide reductase,3,3,1.0,7,3,,,,1332,1332,1332.0,CHONFCMC_01216,KGGMHOKE_00215,JPPLDLFD_00022
group_558,,hypothetical protein,3,3,1.0,7,1,,,,924,924,924.0,CHONFCMC_01104,KGGMHOKE_00262,JPPLDLFD_01617
group_557,,hypothetical protein,3,3,1.0,6,9,,,,1335,1335,1335.0,CHONFCMC_01069,KGGMHOKE_00775,JPPLDLFD_01080
dbpA,dbpA,ATP-dependent RNA helicase DbpA,3,3,1.0,6,8,,,,2223,2223,2223.0,CHONFCMC_01068,KGGMHOKE_00776,JPPLDLFD_01081
group_556,,hypothetical protein,3,3,1.0,6,7,,,,708,708,708.0,CHONFCMC_01071,KGGMHOKE_00773,JPPLDLFD_01078
group_555,,hypothetical protein,3,3,1.0,6,6,,,,408,408,408.0,CHONFCMC_01072,KGGMHOKE_00772,JPPLDLFD_01077
adhE_2~~~adhE_1~~~adhE,adhE_2;adhE_1;adhE,Aldehyde-alcohol dehydrogenase,3,4,1.3333333333333333,6,5,,,,1167,2610,1943.25,CHONFCMC_01073,KGGMHOKE_00771,JPPLDLFD_01075;JPPLDLFD_01076
group_554,,hypothetical protein;ISL3 family transposase ISLjo2,3,3,1.0,6,4,,,,1071,1149,1097.0,CHONFCMC_01075,KGGMHOKE_00769,JPPLDLFD_01073
group_553,,ISL3 family transposase ISLjo2,3,3,1.0,6,3,,,,225,225,225.0,CHONFCMC_01076,KGGMHOKE_00768,JPPLDLFD_01072
group_552,,hypothetical protein,3,3,1.0,6,2,,,,1890,1890,1890.0,CHONFCMC_01070,KGGMHOKE_00774,JPPLDLFD_01079
cycA_1,cycA_1,D-serine/D-alanine/glycine transporter,3,3,1.0,6,1,,,,1374,1374,1374.0,CHONFCMC_01074,KGGMHOKE_00770,JPPLDLFD_01074
pncB2,pncB2,Nicotinate phosphoribosyltransferase pncB2,3,3,1.0,4,49,,,,1473,1473,1473.0,CHONFCMC_01042,KGGMHOKE_00163,JPPLDLFD_00373
group_551,,hypothetical protein,3,3,1.0,4,48,,,,702,702,702.0,CHONFCMC_01035,KGGMHOKE_00170,JPPLDLFD_00366
group_550,,hypothetical protein,3,3,1.0,4,47,,,,522,522,522.0,CHONFCMC_01062,KGGMHOKE_00143,JPPLDLFD_00393
group_549,,hypothetical protein,3,3,1.0,4,46,,,,1122,1122,1122.0,CHONFCMC_01048,KGGMHOKE_00157,JPPLDLFD_00379
group_548,,Protein SprT-like protein,3,3,1.0,4,45,,,,459,459,459.0,CHONFCMC_01034,KGGMHOKE_00171,JPPLDLFD_00365
psiE,psiE,Protein PsiE,3,3,1.0,4,44,,,,405,405,405.0,CHONFCMC_01061,KGGMHOKE_00144,JPPLDLFD_00392
pcrA,pcrA,ATP-dependent DNA helicase PcrA,3,3,1.0,4,43,,,,2274,2274,2274.0,CHONFCMC_01030,KGGMHOKE_00175,JPPLDLFD_00361
secA_2,secA_2,Protein translocase subunit SecA,3,3,1.0,4,42,,,,2367,2367,2367.0,CHONFCMC_01016,KGGMHOKE_00188,JPPLDLFD_01010
uup_5,;uup_5,putative ABC transporter ATP-binding/permease protein;ATP-binding protein Uup,3,3,1.0,4,41,,,,1569,1569,1569.0,CHONFCMC_01039,KGGMHOKE_00166,JPPLDLFD_00370
yerH,yerH,putative lipoprotein YerH,3,3,1.0,4,40,,,,1140,1140,1140.0,CHONFCMC_01028,KGGMHOKE_00177,JPPLDLFD_00359
group_547,,hypothetical protein,3,3,1.0,4,39,,,,183,183,183.0,CHONFCMC_01013,KGGMHOKE_00192,JPPLDLFD_01006
nadE,nadE,NH(3)-dependent NAD(+) synthetase,3,3,1.0,4,38,,,,834,834,834.0,CHONFCMC_01041,KGGMHOKE_00164,JPPLDLFD_00372
asp2,asp2,Accessory Sec system protein Asp2,3,3,1.0,4,37,,,,1548,1548,1548.0,CHONFCMC_01018,KGGMHOKE_00186,JPPLDLFD_01012
secY_1,secY_1,Protein translocase subunit SecY,3,3,1.0,4,36,,,,1098,1191,1160.0,CHONFCMC_01021,KGGMHOKE_00184,JPPLDLFD_01014
gatC_2,gatC_2,Glutamyl-tRNA(Gln) amidotransferase subunit C,3,3,1.0,4,35,,,,303,303,303.0,CHONFCMC_01027,KGGMHOKE_00178,JPPLDLFD_00358
group_546,,hypothetical protein,3,3,1.0,4,34,,,,723,723,723.0,CHONFCMC_01060,KGGMHOKE_00145,JPPLDLFD_00391
group_545,,hypothetical protein,3,3,1.0,4,33,,,,786,786,786.0,CHONFCMC_01059,KGGMHOKE_00146,JPPLDLFD_00390
murR,murR,HTH-type transcriptional regulator MurR,3,3,1.0,4,32,,,,840,840,840.0,CHONFCMC_01053,KGGMHOKE_00152,JPPLDLFD_00384
group_544,,Calcium-transporting ATPase 1,3,3,1.0,4,31,,,,2676,2676,2676.0,CHONFCMC_01040,KGGMHOKE_00165,JPPLDLFD_00371
group_543,,hypothetical protein,3,3,1.0,4,30,,,,210,210,210.0,CHONFCMC_01023,KGGMHOKE_00182,JPPLDLFD_00354
tagA,tagA,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase,3,3,1.0,4,29,,,,729,729,729.0,CHONFCMC_01045,KGGMHOKE_00160,JPPLDLFD_00376
panT,panT,Pantothenate transporter PanT,3,3,1.0,4,28,,,,618,618,618.0,CHONFCMC_01032,KGGMHOKE_00173,JPPLDLFD_00363
rpiA_2,rpiA_2,Ribose-5-phosphate isomerase A,3,3,1.0,4,27,,,,666,666,666.0,CHONFCMC_01054,KGGMHOKE_00151,JPPLDLFD_00385
gtfB_3~~~gtfB_2,gtfB_3;gtfB_2,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB,3,4,1.3333333333333333,4,26,,,,267,1329,1005.75,CHONFCMC_01014,KGGMHOKE_00191,JPPLDLFD_01007;JPPLDLFD_01008
group_542,,hypothetical protein,3,3,1.0,4,25,,,,903,903,903.0,CHONFCMC_01058,KGGMHOKE_00147,JPPLDLFD_00389
asp1,asp1;,Accessory Sec system protein Asp1;hypothetical protein,3,4,1.3333333333333333,4,24,,,,675,1512,1124.25,CHONFCMC_01020;CHONFCMC_01019,KGGMHOKE_00185,JPPLDLFD_01013
group_541,,hypothetical protein,3,3,1.0,4,23,,,,1974,1974,1974.0,CHONFCMC_01043,KGGMHOKE_00162,JPPLDLFD_00374
group_540,,hypothetical protein;Sulfurtransferase,3,3,1.0,4,22,,,,135,303,247.0,CHONFCMC_01049,KGGMHOKE_00156,JPPLDLFD_00380
group_539,,hypothetical protein,3,3,1.0,4,21,,,,975,975,975.0,CHONFCMC_01063,KGGMHOKE_00142,JPPLDLFD_00394
group_538,,hypothetical protein,3,3,1.0,4,20,,,,321,321,321.0,CHONFCMC_01056,KGGMHOKE_00149,JPPLDLFD_00387
group_537,,L-2-hydroxyisocaproate dehydrogenase,3,3,1.0,4,19,,,,909,909,909.0,CHONFCMC_01052,KGGMHOKE_00153,JPPLDLFD_00383
ligA,ligA,DNA ligase,3,3,1.0,4,18,,,,2007,2007,2007.0,CHONFCMC_01029,KGGMHOKE_00176,JPPLDLFD_00360
nagR_2,nagR_2,HTH-type transcriptional repressor NagR,3,3,1.0,4,17,,,,702,702,702.0,CHONFCMC_01047,KGGMHOKE_00158,JPPLDLFD_00378
group_536,,hypothetical protein,3,3,1.0,4,16,,,,627,627,627.0,CHONFCMC_01031,KGGMHOKE_00174,JPPLDLFD_00362
dagK,dagK,Diacylglycerol kinase,3,3,1.0,4,15,,,,909,909,909.0,CHONFCMC_01024,KGGMHOKE_00181,JPPLDLFD_00355
group_535,,hypothetical protein,3,5,1.6666666666666667,4,14,,,,867,10152,4987.2,CHONFCMC_01012;CHONFCMC_01011,KGGMHOKE_00194;KGGMHOKE_00193,JPPLDLFD_01005
gatB,gatB,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,3,3,1.0,4,13,,,,1431,1431,1431.0,CHONFCMC_01025,KGGMHOKE_00180,JPPLDLFD_00356
group_534,,hypothetical protein,3,3,1.0,4,12,,,,807,807,807.0,CHONFCMC_01038,KGGMHOKE_00167,JPPLDLFD_00369
tarD,tarD,Glycerol-3-phosphate cytidylyltransferase,3,3,1.0,4,11,,,,387,387,387.0,CHONFCMC_01046,KGGMHOKE_00159,JPPLDLFD_00377
rfbX,rfbX,Putative O-antigen transporter,3,3,1.0,4,10,,,,1437,1437,1437.0,CHONFCMC_01036,KGGMHOKE_00169,JPPLDLFD_00367
group_533,,hypothetical protein,3,3,1.0,4,9,,,,855,855,855.0,CHONFCMC_01017,KGGMHOKE_00187,JPPLDLFD_01011
group_532,,Aldo-keto reductase/MSMEI_2347,3,3,1.0,4,8,,,,858,858,858.0,CHONFCMC_01065,KGGMHOKE_00140,JPPLDLFD_00396
gatA,gatA,Glutamyl-tRNA(Gln) amidotransferase subunit A,3,3,1.0,4,7,,,,1440,1440,1440.0,CHONFCMC_01026,KGGMHOKE_00179,JPPLDLFD_00357
gtfA_2~~~gtfA_1~~~gtfA,gtfA_2;gtfA_1;gtfA,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit,3,4,1.3333333333333333,4,6,,,,243,1530,1143.0,CHONFCMC_01015,KGGMHOKE_00190;KGGMHOKE_00189,JPPLDLFD_01009
bshA,bshA,N-acetyl-alpha-D-glucosaminyl L-malate synthase,3,3,1.0,4,5,,,,1101,1101,1101.0,CHONFCMC_01044,KGGMHOKE_00161,JPPLDLFD_00375
iolG,iolG,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,3,3,1.0,4,4,,,,987,987,987.0,CHONFCMC_01055,KGGMHOKE_00150,JPPLDLFD_00386
tagF,tagF,Teichoic acid poly(glycerol phosphate) polymerase,3,3,1.0,4,3,,,,1149,1149,1149.0,CHONFCMC_01037,KGGMHOKE_00168,JPPLDLFD_00368
yidA_3,yidA_3,Sugar phosphatase YidA,3,3,1.0,4,2,,,,816,816,816.0,CHONFCMC_01022,KGGMHOKE_00183,JPPLDLFD_00353
rclA,rclA,putative pyridine nucleotide-disulfide oxidoreductase RclA,3,3,1.0,4,1,,,,1332,1332,1332.0,CHONFCMC_01066,KGGMHOKE_00139,JPPLDLFD_00397
glnA,glnA,Glutamine synthetase,3,3,1.0,3,209,,,,1338,1338,1338.0,CHONFCMC_00911,KGGMHOKE_01465,JPPLDLFD_01201
dnaB_1,dnaB_1,Replicative helicase loading/DNA remodeling protein DnaB,3,3,1.0,3,208,,,,1341,1341,1341.0,CHONFCMC_00944,KGGMHOKE_01432,JPPLDLFD_01238
group_531,,hypothetical protein,3,3,1.0,3,207,,,,231,231,231.0,CHONFCMC_00915,KGGMHOKE_01461,JPPLDLFD_01205
group_529,,putative RNA methyltransferase,3,3,1.0,3,205,,,,1353,1353,1353.0,CHONFCMC_00993,KGGMHOKE_01346,JPPLDLFD_00749
group_528,,hypothetical protein,3,3,1.0,3,204,,,,462,462,462.0,CHONFCMC_00899,KGGMHOKE_01477,JPPLDLFD_01189
rluD_2,;rluD_2,hypothetical protein;Ribosomal large subunit pseudouridine synthase D,3,3,1.0,3,203,,,,849,849,849.0,CHONFCMC_00987,KGGMHOKE_01400,JPPLDLFD_01268
nrdR,nrdR,Transcriptional repressor NrdR,3,3,1.0,3,202,,,,465,465,465.0,CHONFCMC_00945,KGGMHOKE_01431,JPPLDLFD_01239
ybhL_2,ybhL_2,Inner membrane protein YbhL,3,3,1.0,3,201,,,,714,714,714.0,CHONFCMC_01001,KGGMHOKE_01338,JPPLDLFD_00757
trxB,trxB,Thioredoxin reductase,3,3,1.0,3,199,,,,936,936,936.0,CHONFCMC_00857,KGGMHOKE_01519,JPPLDLFD_01147
