malP_1~~~malP_2,malP_1;malP_2,Maltose phosphorylase,HJHFJAOG_01465,MLMIAKCI_01159,AOHABJFI_00285,LCPJMJGF_01439
ganS,ganS,Galactooligosaccharide-binding protein,HJHFJAOG_01468,MLMIAKCI_01156,AOHABJFI_00288,LCPJMJGF_01442
bbmA,bbmA,Intracellular maltogenic amylase,HJHFJAOG_01464,MLMIAKCI_01160,AOHABJFI_00284,LCPJMJGF_01438
ganP,ganP,Galactooligosaccharides transport system permease protein GanP,HJHFJAOG_01469,MLMIAKCI_01155,AOHABJFI_00289,LCPJMJGF_01443
hlyB,hlyB;,Alpha-hemolysin translocation ATP-binding protein HlyB;hypothetical protein,HJHFJAOG_00644,MLMIAKCI_01809,AOHABJFI_00273,LCPJMJGF_01903
vmlR_4~~~vmlR_3~~~vmlR_1,vmlR_4;vmlR_3;vmlR_1,Ribosome protection protein VmlR,HJHFJAOG_00629,MLMIAKCI_02178,AOHABJFI_00258,LCPJMJGF_01758;LCPJMJGF_01759
glpK,glpK,Glycerol kinase,HJHFJAOG_00649,MLMIAKCI_01804,AOHABJFI_00278,LCPJMJGF_01911
group_563,,hypothetical protein,HJHFJAOG_00627,MLMIAKCI_02176,AOHABJFI_00256,LCPJMJGF_01761
group_562,,hypothetical protein,HJHFJAOG_00643,MLMIAKCI_01810,AOHABJFI_00272,LCPJMJGF_01902
group_560,,hypothetical protein,HJHFJAOG_00626,MLMIAKCI_02175,AOHABJFI_00255,LCPJMJGF_01762
ccpA_3,ccpA_3,Catabolite control protein A,HJHFJAOG_00651,MLMIAKCI_00565,AOHABJFI_00280,LCPJMJGF_01913
group_559,,hypothetical protein,HJHFJAOG_00630,MLMIAKCI_02179,AOHABJFI_00259,LCPJMJGF_01757
group_558,,hypothetical protein,HJHFJAOG_00628,MLMIAKCI_02177,AOHABJFI_00257,LCPJMJGF_01760
group_557,,hypothetical protein,HJHFJAOG_00640,MLMIAKCI_01813,AOHABJFI_00269,LCPJMJGF_01898
group_556,,hypothetical protein,HJHFJAOG_00641,MLMIAKCI_01812,AOHABJFI_00270,LCPJMJGF_01899
iphP,iphP;,Tyrosine-protein phosphatase;hypothetical protein,HJHFJAOG_00650,MLMIAKCI_00564;MLMIAKCI_01803,AOHABJFI_00279,LCPJMJGF_01912
thiD,thiD,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,HJHFJAOG_00648,MLMIAKCI_01805,AOHABJFI_00277,LCPJMJGF_01910
group_553,,hypothetical protein,HJHFJAOG_00631,MLMIAKCI_02180,AOHABJFI_00260,LCPJMJGF_01756
group_550,,hypothetical protein,HJHFJAOG_00636,MLMIAKCI_01817,AOHABJFI_00265,LCPJMJGF_01751
gatD,gatD,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD,HJHFJAOG_00642,MLMIAKCI_01811,AOHABJFI_00271,LCPJMJGF_01900
yicL_2,yicL_2,putative inner membrane transporter YicL,HJHFJAOG_00634,MLMIAKCI_02183,AOHABJFI_00263,LCPJMJGF_01753
group_545,,hypothetical protein,HJHFJAOG_00647,MLMIAKCI_01806,AOHABJFI_00276,LCPJMJGF_01904
group_544,,hypothetical protein,HJHFJAOG_00632,MLMIAKCI_02181,AOHABJFI_00261,LCPJMJGF_01755
group_542,,hypothetical protein,HJHFJAOG_00638,MLMIAKCI_01815,AOHABJFI_00267,LCPJMJGF_01748
yicL_1~~~yicL_3,yicL_1;yicL_3,putative inner membrane transporter YicL,HJHFJAOG_00635,MLMIAKCI_02184,AOHABJFI_00264,LCPJMJGF_01752
yicL_3~~~yicL_1,yicL_3;yicL_1,putative inner membrane transporter YicL,HJHFJAOG_00633,MLMIAKCI_02182,AOHABJFI_00262,LCPJMJGF_01754
group_541,,hypothetical protein,HJHFJAOG_00575,MLMIAKCI_02130,AOHABJFI_01815,LCPJMJGF_00473
licC_2,;licC_2,hypothetical protein;Lichenan permease IIC component,HJHFJAOG_00609,MLMIAKCI_00503;MLMIAKCI_00504,AOHABJFI_01668;AOHABJFI_01669,LCPJMJGF_00507;LCPJMJGF_00508
nagR,nagR,HTH-type transcriptional repressor NagR,HJHFJAOG_00585,MLMIAKCI_00480,AOHABJFI_01805,LCPJMJGF_00483
nfrA1,;nfrA1,hypothetical protein;FMN reductase (NADPH),HJHFJAOG_00618,MLMIAKCI_00513,AOHABJFI_01659,LCPJMJGF_00518;LCPJMJGF_00517
srmB,srmB,ATP-dependent RNA helicase SrmB,HJHFJAOG_00621,MLMIAKCI_00516,AOHABJFI_01656,LCPJMJGF_00521
group_540,,hypothetical protein,HJHFJAOG_00614,MLMIAKCI_00509,AOHABJFI_01663,LCPJMJGF_00513
npr,npr,NADH peroxidase,HJHFJAOG_00591,MLMIAKCI_00485,AOHABJFI_01799,LCPJMJGF_00489
group_539,,hypothetical protein,HJHFJAOG_00550,MLMIAKCI_00022,AOHABJFI_01840,LCPJMJGF_00448
pcrA,pcrA,ATP-dependent DNA helicase PcrA,HJHFJAOG_00571,MLMIAKCI_02134,AOHABJFI_01819,LCPJMJGF_00469
group_538,,Oleate hydratase,HJHFJAOG_00551,MLMIAKCI_00021,AOHABJFI_01839,LCPJMJGF_00449
nhaC,nhaC,Na(+)/H(+) antiporter NhaC,HJHFJAOG_00561,MLMIAKCI_02144,AOHABJFI_01829,LCPJMJGF_00459
group_537,,hypothetical protein,HJHFJAOG_00603,MLMIAKCI_00497,AOHABJFI_01787,LCPJMJGF_00501
group_536,,hypothetical protein,HJHFJAOG_00612,MLMIAKCI_00507,AOHABJFI_01665,LCPJMJGF_00511
group_535,,hypothetical protein,HJHFJAOG_00613,MLMIAKCI_00508,AOHABJFI_01664,LCPJMJGF_00512
dppA_3~~~dppA_2,;dppA_3;dppA_2,hypothetical protein;Dipeptide-binding protein,HJHFJAOG_00588;HJHFJAOG_00587,MLMIAKCI_00482,AOHABJFI_01803;AOHABJFI_01802,LCPJMJGF_00485;LCPJMJGF_00486
group_534,,hypothetical protein,HJHFJAOG_00586,MLMIAKCI_00481,AOHABJFI_01804,LCPJMJGF_00484
group_533,,hypothetical protein,HJHFJAOG_00563,MLMIAKCI_02142,AOHABJFI_01827,LCPJMJGF_00461
ybhL_2,ybhL_2,Inner membrane protein YbhL,HJHFJAOG_00564,MLMIAKCI_02141,AOHABJFI_01826,LCPJMJGF_00462
group_532,,hypothetical protein,HJHFJAOG_00610,MLMIAKCI_00505,AOHABJFI_01667,LCPJMJGF_00509
group_531,,hypothetical protein,HJHFJAOG_00562,MLMIAKCI_02143,AOHABJFI_01828,LCPJMJGF_00460
pbpX_1,pbpX_1,Putative penicillin-binding protein PbpX,HJHFJAOG_00560,MLMIAKCI_02145,AOHABJFI_01830,LCPJMJGF_00458
pspB_2,pspB_2,Putative phosphoserine phosphatase 2,HJHFJAOG_00605,MLMIAKCI_00499,AOHABJFI_01785,LCPJMJGF_00503
group_530,,hypothetical protein,HJHFJAOG_00593,MLMIAKCI_00487,AOHABJFI_01797,LCPJMJGF_00491
group_529,,hypothetical protein,HJHFJAOG_00607,MLMIAKCI_00501,AOHABJFI_01671,LCPJMJGF_00505
group_527,,hypothetical protein,HJHFJAOG_00599,MLMIAKCI_00493,AOHABJFI_01791,LCPJMJGF_00497
group_526,,hypothetical protein,HJHFJAOG_00623,MLMIAKCI_00518,AOHABJFI_01654,LCPJMJGF_00523
mgtA_1,mgtA_1,Magnesium-transporting ATPase P-type 1,HJHFJAOG_00600,MLMIAKCI_00494,AOHABJFI_01790,LCPJMJGF_00498
yerH,yerH,putative lipoprotein YerH,HJHFJAOG_00569,MLMIAKCI_02136,AOHABJFI_01821,LCPJMJGF_00467
group_525,,hypothetical protein,HJHFJAOG_00620,MLMIAKCI_00515,AOHABJFI_01657,LCPJMJGF_00520
psiE,psiE,Protein PsiE,HJHFJAOG_00616,MLMIAKCI_00511,AOHABJFI_01661,LCPJMJGF_00515
rfbX,rfbX,Putative O-antigen transporter,HJHFJAOG_00576,MLMIAKCI_02129,AOHABJFI_01814,LCPJMJGF_00474
gatB,gatB,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,HJHFJAOG_00566,MLMIAKCI_02139,AOHABJFI_01824,LCPJMJGF_00464
group_524,,hypothetical protein,HJHFJAOG_00622,MLMIAKCI_00517,AOHABJFI_01655,LCPJMJGF_00522
group_523,,Calcium-transporting ATPase 1,HJHFJAOG_00578,MLMIAKCI_02127,AOHABJFI_01812,LCPJMJGF_00476
rbsKrbiA_1,rbsK/rbiA_1,Bifunctional ribokinase/ribose-5-phosphate isomerase A,HJHFJAOG_00596,MLMIAKCI_00490,AOHABJFI_01794,LCPJMJGF_00494
group_522,,IS200/IS605 family transposase ISLhe65,HJHFJAOG_00579,MLMIAKCI_02126,AOHABJFI_01811,LCPJMJGF_00477
gatA,gatA,Glutamyl-tRNA(Gln) amidotransferase subunit A,HJHFJAOG_00567,MLMIAKCI_02138,AOHABJFI_01823,LCPJMJGF_00465
group_521,,hypothetical protein,HJHFJAOG_00611,MLMIAKCI_00506,AOHABJFI_01666,LCPJMJGF_00510
group_520,,hypothetical protein,HJHFJAOG_00577,MLMIAKCI_02128,AOHABJFI_01813,LCPJMJGF_00475
gpmA_1,;gpmA_1,hypothetical protein;23-bisphosphoglycerate-dependent phosphoglycerate mutase,HJHFJAOG_00604,MLMIAKCI_00498,AOHABJFI_01786,LCPJMJGF_00502
gatC,gatC,Glutamyl-tRNA(Gln) amidotransferase subunit C,HJHFJAOG_00568,MLMIAKCI_02137,AOHABJFI_01822,LCPJMJGF_00466
tagA,tagA,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase,HJHFJAOG_00583,MLMIAKCI_02122,AOHABJFI_01807,LCPJMJGF_00481
ligA,ligA,DNA ligase,HJHFJAOG_00570,MLMIAKCI_02135,AOHABJFI_01820,LCPJMJGF_00468
UgpQ,UgpQ,Glycerophosphodiester phosphodiesterase,HJHFJAOG_00602,MLMIAKCI_00496,AOHABJFI_01788,LCPJMJGF_00500
group_519,,hypothetical protein,HJHFJAOG_00606,MLMIAKCI_00500,AOHABJFI_01784,LCPJMJGF_00504
group_518,,hypothetical protein,HJHFJAOG_00558,MLMIAKCI_02147,AOHABJFI_01832,LCPJMJGF_00456
dagK,dagK,Diacylglycerol kinase,HJHFJAOG_00565,MLMIAKCI_02140,AOHABJFI_01825,LCPJMJGF_00463
nadE,nadE,NH(3)-dependent NAD(+) synthetase,HJHFJAOG_00580,MLMIAKCI_02125,AOHABJFI_01810,LCPJMJGF_00478
tagD,tagD,Glycerol-3-phosphate cytidylyltransferase,HJHFJAOG_00584,MLMIAKCI_00479,AOHABJFI_01806,LCPJMJGF_00482
iolU_1,iolU_1,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,HJHFJAOG_00597,MLMIAKCI_00491,AOHABJFI_01793,LCPJMJGF_00495
bmr3,bmr3,Multidrug resistance protein 3,HJHFJAOG_00553,MLMIAKCI_00019,AOHABJFI_01837,LCPJMJGF_00451
licC_1,licC_1,Lichenan permease IIC component,HJHFJAOG_00608,MLMIAKCI_00502,AOHABJFI_01670,LCPJMJGF_00506
dapX_2,dapX_2,putative N-acetyl-LL-diaminopimelate aminotransferase,HJHFJAOG_00598,MLMIAKCI_00492,AOHABJFI_01792,LCPJMJGF_00496
hexR_1,hexR_1,HTH-type transcriptional regulator HexR,HJHFJAOG_00595,MLMIAKCI_00489,AOHABJFI_01795,LCPJMJGF_00493
group_517,,putative RNA methyltransferase,HJHFJAOG_00559,MLMIAKCI_02146,AOHABJFI_01831,LCPJMJGF_00457
amt,amt,Ammonium transporter,HJHFJAOG_00619,MLMIAKCI_00514,AOHABJFI_01658,LCPJMJGF_00519
maa_1,maa_1,Maltose O-acetyltransferase,HJHFJAOG_00615,MLMIAKCI_00510,AOHABJFI_01662,LCPJMJGF_00514
group_516,,hypothetical protein,HJHFJAOG_00592,MLMIAKCI_00486,AOHABJFI_01798,LCPJMJGF_00490
group_515,,hypothetical protein,HJHFJAOG_00594,MLMIAKCI_00488,AOHABJFI_01796,LCPJMJGF_00492
wclR,wclR,UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-13-galactosyltransferase,HJHFJAOG_00582,MLMIAKCI_02123,AOHABJFI_01808,LCPJMJGF_00480
group_514,,hypothetical protein,HJHFJAOG_00572,MLMIAKCI_02133,AOHABJFI_01818,LCPJMJGF_00470
pncB2,pncB2,Nicotinate phosphoribosyltransferase pncB2,HJHFJAOG_00581,MLMIAKCI_02124,AOHABJFI_01809,LCPJMJGF_00479
group_513,,hypothetical protein,HJHFJAOG_00552,MLMIAKCI_00020,AOHABJFI_01838,LCPJMJGF_00450
group_512,,Protein SprT-like protein,HJHFJAOG_00574,MLMIAKCI_02131,AOHABJFI_01816,LCPJMJGF_00472
group_510,,hypothetical protein,HJHFJAOG_00530,MLMIAKCI_01415,AOHABJFI_01959,LCPJMJGF_01160
group_509,,hypothetical protein,HJHFJAOG_00546,MLMIAKCI_01181,AOHABJFI_01985,LCPJMJGF_01143
veg,veg,Protein Veg,HJHFJAOG_00889,MLMIAKCI_01177,AOHABJFI_01989,LCPJMJGF_01139
group_507,,hypothetical protein,HJHFJAOG_00547,MLMIAKCI_01180,AOHABJFI_01986,LCPJMJGF_01142
group_506,,hypothetical protein;IS30 family transposase IS1070,HJHFJAOG_00529,MLMIAKCI_01414,AOHABJFI_01958,LCPJMJGF_01161
group_505,,hypothetical protein,HJHFJAOG_00542,MLMIAKCI_01427,AOHABJFI_01981,LCPJMJGF_01147
oppF_2,oppF_2,Oligopeptide transport ATP-binding protein OppF,HJHFJAOG_00873,MLMIAKCI_01544,AOHABJFI_02300,LCPJMJGF_01827
trpS2,trpS2,Tryptophan--tRNA ligase 2,HJHFJAOG_00880,MLMIAKCI_01169,AOHABJFI_01998,LCPJMJGF_01834
rnmV,rnmV,Ribonuclease M5,HJHFJAOG_00887,MLMIAKCI_01175,AOHABJFI_01991,LCPJMJGF_01137
group_504,,hypothetical protein,HJHFJAOG_00877,MLMIAKCI_01166,AOHABJFI_02001,LCPJMJGF_01831
tadA_2,tadA_2,tRNA-specific adenosine deaminase,HJHFJAOG_00881,MLMIAKCI_01170,AOHABJFI_01997,LCPJMJGF_01835
glmU,glmU,Bifunctional protein GlmU,HJHFJAOG_00891,MLMIAKCI_01179,AOHABJFI_01987,LCPJMJGF_01141
group_503,,hypothetical protein,HJHFJAOG_00537,MLMIAKCI_01422,AOHABJFI_01976,LCPJMJGF_01152
guaA_1,guaA_1,GMP synthase [glutamine-hydrolyzing],HJHFJAOG_00531,MLMIAKCI_01416,AOHABJFI_01970,LCPJMJGF_01159
murA1,murA1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,HJHFJAOG_00538,MLMIAKCI_01423,AOHABJFI_01977,LCPJMJGF_01151
dppC,dppC,Dipeptide transport system permease protein DppC,HJHFJAOG_00871,MLMIAKCI_01542,AOHABJFI_02298,LCPJMJGF_01825
rhaR~~~rhaS,rhaR;rhaS,HTH-type transcriptional activator RhaR;HTH-type transcriptional activator RhaS,HJHFJAOG_00535,MLMIAKCI_01420,AOHABJFI_01974,LCPJMJGF_01155
group_497,,hypothetical protein,HJHFJAOG_00543,MLMIAKCI_01428,AOHABJFI_01982,LCPJMJGF_01146
xpt,xpt,Xanthine phosphoribosyltransferase,HJHFJAOG_00533,MLMIAKCI_01418,AOHABJFI_01972,LCPJMJGF_01157
rpoE,rpoE,DNA-directed RNA polymerase subunit delta;putative DNA-directed RNA polymerase subunit delta,HJHFJAOG_00540,MLMIAKCI_01425,AOHABJFI_01979,LCPJMJGF_01149
guaB,guaB,Inosine-5'-monophosphate dehydrogenase,HJHFJAOG_00869,MLMIAKCI_01540,AOHABJFI_02296,LCPJMJGF_01823
pepE_1,pepE_1,Aminopeptidase E,HJHFJAOG_00874,MLMIAKCI_01163,AOHABJFI_02004,LCPJMJGF_01828
group_494,,hypothetical protein,HJHFJAOG_00882,MLMIAKCI_01171,AOHABJFI_01996,LCPJMJGF_01836
rsmA,rsmA,Ribosomal RNA small subunit methyltransferase A,HJHFJAOG_00888,MLMIAKCI_01176,AOHABJFI_01990,LCPJMJGF_01138
pyrG,pyrG,CTP synthase,HJHFJAOG_00539,MLMIAKCI_01424,AOHABJFI_01978,LCPJMJGF_01150
pepDA_1,pepDA_1,Dipeptidase A,HJHFJAOG_00536,MLMIAKCI_01421,AOHABJFI_01975,LCPJMJGF_01154
mgtA_3~~~mgtB,;mgtA_3;mgtB,hypothetical protein;Magnesium-transporting ATPase P-type 1,HJHFJAOG_00884;HJHFJAOG_00883,MLMIAKCI_01172,AOHABJFI_01994;AOHABJFI_01995,LCPJMJGF_01838;LCPJMJGF_01837
group_491,,Nucleobase transporter PlUacP,HJHFJAOG_00534,MLMIAKCI_01419,AOHABJFI_01973,LCPJMJGF_01156
prs_1,prs_1,Ribose-phosphate pyrophosphokinase,HJHFJAOG_00545,MLMIAKCI_01182,AOHABJFI_01984,LCPJMJGF_01144
greA_1,greA_1,Transcription elongation factor GreA,HJHFJAOG_00876,MLMIAKCI_01165,AOHABJFI_02002,LCPJMJGF_01830
metG,metG,Methionine--tRNA ligase,HJHFJAOG_00885,MLMIAKCI_01173,AOHABJFI_01993,LCPJMJGF_01135
dppD,dppD,Dipeptide transport ATP-binding protein DppD,HJHFJAOG_00872,MLMIAKCI_01543,AOHABJFI_02299,LCPJMJGF_01826
dtd3,dtd3,D-aminoacyl-tRNA deacylase,HJHFJAOG_00886,MLMIAKCI_01174,AOHABJFI_01992,LCPJMJGF_01136
group_488,,hypothetical protein,HJHFJAOG_00879,MLMIAKCI_01168,AOHABJFI_01999,LCPJMJGF_01833
bglK,bglK,Beta-glucoside kinase,HJHFJAOG_00544,MLMIAKCI_01429,AOHABJFI_01983,LCPJMJGF_01145
purR,purR,Purine biosynthesis transcriptional repressor PurR,HJHFJAOG_00890,MLMIAKCI_01178,AOHABJFI_01988,LCPJMJGF_01140
dppB,dppB,Dipeptide transport system permease protein DppB,HJHFJAOG_00870,MLMIAKCI_01541,AOHABJFI_02297,LCPJMJGF_01824
group_484,,Acid shock protein,HJHFJAOG_00875,MLMIAKCI_01164,AOHABJFI_02003,LCPJMJGF_01829
group_483,,hypothetical protein,HJHFJAOG_00541,MLMIAKCI_01426,AOHABJFI_01980,LCPJMJGF_01148
group_481,,hypothetical protein,HJHFJAOG_00524,MLMIAKCI_00286,AOHABJFI_00358,LCPJMJGF_01170
group_479,,hypothetical protein,HJHFJAOG_00510,MLMIAKCI_00830,AOHABJFI_00334,LCPJMJGF_01074
pstS1_1,pstS1_1,Phosphate-binding protein PstS 1,HJHFJAOG_00517,MLMIAKCI_00837,AOHABJFI_00341,LCPJMJGF_01067
psaA,psaA,Manganese ABC transporter substrate-binding lipoprotein PsaA,HJHFJAOG_01747,MLMIAKCI_00215,AOHABJFI_00313,LCPJMJGF_01092
mdtP_2~~~mdtP_1,;mdtP_2;mdtP_1,hypothetical protein;Multidrug transporter protein MdtP,HJHFJAOG_01743,MLMIAKCI_02228;MLMIAKCI_00219,AOHABJFI_00317,LCPJMJGF_01088
pstB3_3,pstB3_3,Phosphate import ATP-binding protein PstB 3,HJHFJAOG_00520,MLMIAKCI_00840,AOHABJFI_00344,LCPJMJGF_01064
metK,metK,S-adenosylmethionine synthase,HJHFJAOG_01744,MLMIAKCI_00218,AOHABJFI_00316,LCPJMJGF_01089
mupG_1~~~mupG_2,mupG_1;mupG_2,6-phospho-N-acetylmuramidase,HJHFJAOG_01737,MLMIAKCI_02234,AOHABJFI_00323,LCPJMJGF_01084
menA_2,menA_2,14-dihydroxy-2-naphthoate octaprenyltransferase,HJHFJAOG_00507,MLMIAKCI_00827,AOHABJFI_00331,LCPJMJGF_01076
leuS,leuS,Leucine--tRNA ligase,HJHFJAOG_00513,MLMIAKCI_00833,AOHABJFI_00337,LCPJMJGF_01071
dppA_1,dppA_1,Dipeptide-binding protein,HJHFJAOG_00515,MLMIAKCI_00835,AOHABJFI_00339,LCPJMJGF_01069
ybbH~~~ybbH_1~~~ybbH_2,ybbH;ybbH_1;ybbH_2,putative HTH-type transcriptional regulator YbbH,HJHFJAOG_01736,MLMIAKCI_02235,AOHABJFI_00324,LCPJMJGF_01083
pstC,pstC,Phosphate transport system permease protein PstC,HJHFJAOG_00518,MLMIAKCI_00838,AOHABJFI_00342,LCPJMJGF_01066
cydB,cydB,Cytochrome bd-I ubiquinol oxidase subunit 2,HJHFJAOG_00502,MLMIAKCI_00822,AOHABJFI_00326,LCPJMJGF_01081
menG,menG,Demethylmenaquinone methyltransferase,HJHFJAOG_00505,MLMIAKCI_00825,AOHABJFI_00329,LCPJMJGF_01078
group_476,,Type II NADH:quinone oxidoreductase,HJHFJAOG_00508,MLMIAKCI_00828,AOHABJFI_00332,LCPJMJGF_01075
phoB,phoB,Phosphate regulon transcriptional regulatory protein PhoB,HJHFJAOG_00522,MLMIAKCI_00842,AOHABJFI_00346,LCPJMJGF_01062
group_475,,hypothetical protein,HJHFJAOG_00512,MLMIAKCI_00832,AOHABJFI_00336,LCPJMJGF_01072
murJ_1,murJ_1,Lipid II flippase MurJ,HJHFJAOG_00514,MLMIAKCI_00834,AOHABJFI_00338,LCPJMJGF_01070
phoU_2,phoU_2,Phosphate-specific transport system accessory protein PhoU,HJHFJAOG_00521,MLMIAKCI_00841,AOHABJFI_00345,LCPJMJGF_01063
rcsC,rcsC,Sensor histidine kinase RcsC,HJHFJAOG_00523,MLMIAKCI_00843,AOHABJFI_00347,LCPJMJGF_01061
benM_1,benM_1,HTH-type transcriptional regulator BenM,HJHFJAOG_00511,MLMIAKCI_00831,AOHABJFI_00335,LCPJMJGF_01073
pstA2,pstA2,Phosphate transport system permease protein PstA 2,HJHFJAOG_00519,MLMIAKCI_00839,AOHABJFI_00343,LCPJMJGF_01065
group_472,,hypothetical protein,HJHFJAOG_00516,MLMIAKCI_00836,AOHABJFI_00340,LCPJMJGF_01068
hepT,hepT,Heptaprenyl diphosphate synthase component 2,HJHFJAOG_00506,MLMIAKCI_00826,AOHABJFI_00330,LCPJMJGF_01077
murQ,murQ,N-acetylmuramic acid 6-phosphate etherase,HJHFJAOG_01740,MLMIAKCI_02231,AOHABJFI_00320,LCPJMJGF_01086
cydD,cydD,Glutathione/L-cysteine transport system ATP-binding/permease protein CydD,HJHFJAOG_00503,MLMIAKCI_00823,AOHABJFI_00327,LCPJMJGF_01080
cydA~~~appC_2~~~appC,cydA;appC_2;appC,Cytochrome bd-I ubiquinol oxidase subunit 1;Cytochrome bd-II ubiquinol oxidase subunit 1,HJHFJAOG_00501,MLMIAKCI_00821;MLMIAKCI_02236,AOHABJFI_00325,LCPJMJGF_01082
cydC,cydC,Glutathione/L-cysteine transport system ATP-binding/permease protein CydC,HJHFJAOG_00504,MLMIAKCI_00824,AOHABJFI_00328,LCPJMJGF_01079
darA,darA,Cyclic di-AMP receptor A,HJHFJAOG_00482,MLMIAKCI_00911,AOHABJFI_01090,LCPJMJGF_00045
group_471,,hypothetical protein,HJHFJAOG_00471,MLMIAKCI_00921,AOHABJFI_01079,LCPJMJGF_02153
folT,folT,Folate transporter FolT,HJHFJAOG_00487,MLMIAKCI_00906,AOHABJFI_01095,LCPJMJGF_00050
rplL,rplL,Large ribosomal subunit protein bL12,HJHFJAOG_00470,MLMIAKCI_00922,AOHABJFI_01078,LCPJMJGF_02154
rimI_1,rimI_1,[Ribosomal protein bS18]-alanine N-acetyltransferase,HJHFJAOG_00489,MLMIAKCI_00904,AOHABJFI_01097,LCPJMJGF_00052
dnaX,dnaX,DNA polymerase III subunit tau,HJHFJAOG_00475,MLMIAKCI_00917,AOHABJFI_01083,LCPJMJGF_02149
rsmI,rsmI,Ribosomal RNA small subunit methyltransferase I,HJHFJAOG_00485,MLMIAKCI_00908,AOHABJFI_01093,LCPJMJGF_00048
rsmC,rsmC,Ribosomal RNA small subunit methyltransferase C,HJHFJAOG_00472,MLMIAKCI_00920,AOHABJFI_01080,LCPJMJGF_02152
glyD_2~~~glyD_1~~~glyD,glyD_2;glyD_1;glyD,Glycosyltransferase GlyD,HJHFJAOG_00477;HJHFJAOG_00476,MLMIAKCI_00916,AOHABJFI_01085;AOHABJFI_01084,LCPJMJGF_02148
ybaB,ybaB,Nucleoid-associated protein YbaB,HJHFJAOG_00478,MLMIAKCI_00915,AOHABJFI_01086,LCPJMJGF_02147
group_468,,hypothetical protein,HJHFJAOG_00483,MLMIAKCI_00910,AOHABJFI_01091,LCPJMJGF_00046
tsaD,tsaD,tRNA N6-adenosine threonylcarbamoyltransferase,HJHFJAOG_00490,MLMIAKCI_00903,AOHABJFI_01098,LCPJMJGF_00053
uup_2,uup_2,ATP-binding protein Uup,HJHFJAOG_00498,MLMIAKCI_00894,AOHABJFI_01106,LCPJMJGF_00926
gtfB,gtfB,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB,HJHFJAOG_00468,MLMIAKCI_00924,AOHABJFI_01076,LCPJMJGF_02156
group_466,,hypothetical protein,HJHFJAOG_00480,MLMIAKCI_00913,AOHABJFI_01088,LCPJMJGF_02145
rex,rex,Redox-sensing transcriptional repressor Rex,HJHFJAOG_00499,MLMIAKCI_00893,AOHABJFI_01107,LCPJMJGF_00925
tmk,tmk,Thymidylate kinase,HJHFJAOG_00481,MLMIAKCI_00912,AOHABJFI_01089,LCPJMJGF_00044
tadA_1,tadA_1,tRNA-specific adenosine deaminase,HJHFJAOG_00474,MLMIAKCI_00918,AOHABJFI_01082,LCPJMJGF_02150
group_464,,hypothetical protein,HJHFJAOG_00473,MLMIAKCI_00919,AOHABJFI_01081,LCPJMJGF_02151
yabA,yabA,Replication initiation control protein YabA,HJHFJAOG_00484,MLMIAKCI_00909,AOHABJFI_01092,LCPJMJGF_00047
tsaB,tsaB,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,HJHFJAOG_00488,MLMIAKCI_00905,AOHABJFI_01096,LCPJMJGF_00051
recR,recR,Recombination protein RecR,HJHFJAOG_00479,MLMIAKCI_00914,AOHABJFI_01087,LCPJMJGF_02146
rplJ,rplJ,Large ribosomal subunit protein uL10,HJHFJAOG_00469,MLMIAKCI_00923,AOHABJFI_01077,LCPJMJGF_02155
group_463,,hypothetical protein,HJHFJAOG_00486,MLMIAKCI_00907,AOHABJFI_01094,LCPJMJGF_00049
pepC,pepC,Aminopeptidase C,HJHFJAOG_01033,MLMIAKCI_02266,AOHABJFI_00713,LCPJMJGF_01556
group_462,,hypothetical protein,HJHFJAOG_01382,MLMIAKCI_02249,AOHABJFI_00730,LCPJMJGF_01573
nusG,nusG,Transcription termination/antitermination protein NusG,HJHFJAOG_01378,MLMIAKCI_02253,AOHABJFI_00726,LCPJMJGF_01569
group_461,,hypothetical protein,HJHFJAOG_01035,MLMIAKCI_02268,AOHABJFI_00711,LCPJMJGF_00362
gltX,gltX,Glutamate--tRNA ligase,HJHFJAOG_01369,MLMIAKCI_02262,AOHABJFI_00717,LCPJMJGF_01560
xylB,xylB,Xylulose kinase,HJHFJAOG_01375,MLMIAKCI_02256,AOHABJFI_00723,LCPJMJGF_01566
group_460,,hypothetical protein,0_refound_0,MLMIAKCI_02279,2_refound_28,LCPJMJGF_01869
rimI_2,;rimI_2,hypothetical protein;[Ribosomal protein bS18]-alanine N-acetyltransferase,HJHFJAOG_01046,MLMIAKCI_02280,AOHABJFI_01889,LCPJMJGF_01868
group_459,,hypothetical protein,HJHFJAOG_01044,MLMIAKCI_02277,AOHABJFI_00702,LCPJMJGF_00077
group_458,,Putative TrmH family tRNA/rRNA methyltransferase,HJHFJAOG_01372,MLMIAKCI_02259,AOHABJFI_00720,LCPJMJGF_01563
