Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_jensenii__UMB0732__GCA_030218485.1,Lactobacillus_jensenii__UMB10187__GCA_030211725.1,Lactobacillus_jensenii__UMB7786__GCA_030215165.1
group_345,,hypothetical protein,3,3,1.0,16,8,,,,1236,1236,1236.0,BDMKMOGB_00576,IAAMHMBP_00303,PKFCGPHH_00853
sasA_1,sasA_1,Adaptive-response sensory-kinase SasA,3,3,1.0,16,7,,,,1251,1251,1251.0,BDMKMOGB_00582,IAAMHMBP_00297,PKFCGPHH_00866
pepT_1,pepT_1,Peptidase T,3,3,1.0,16,6,,,,1266,1266,1266.0,BDMKMOGB_00575,IAAMHMBP_00304,PKFCGPHH_00852
hflX,hflX,GTPase HflX,3,3,1.0,16,5,,,,1272,1272,1272.0,BDMKMOGB_01410,IAAMHMBP_01055,PKFCGPHH_00857
yxdM,yxdM,ABC transporter permease protein YxdM,3,3,1.0,16,4,,,,1800,1800,1800.0,BDMKMOGB_00589,IAAMHMBP_01057,PKFCGPHH_00859
rnj,rnj,Ribonuclease J,3,3,1.0,16,3,,,,1284,1284,1284.0,BDMKMOGB_01131,IAAMHMBP_00311,PKFCGPHH_00845
efp_2,efp_2,Elongation factor P,3,3,1.0,16,2,,,,561,561,561.0,BDMKMOGB_00580,IAAMHMBP_00299,PKFCGPHH_00868
group_344,,hypothetical protein,3,3,1.0,16,1,,,,1290,1290,1290.0,BDMKMOGB_01133,IAAMHMBP_00313,PKFCGPHH_00843
clpE_1,clpE_1,ATP-dependent Clp protease ATP-binding subunit ClpE,3,3,1.0,15,26,,,,1920,1920,1920.0,BDMKMOGB_00850,IAAMHMBP_00421,PKFCGPHH_00185
group_343,glpK_1,Glycerol kinase,3,3,1.0,15,25,,,,1497,1497,1497.0,BDMKMOGB_00571,IAAMHMBP_00410,PKFCGPHH_00196
group_342,,hypothetical protein,3,3,1.0,15,24,,,,831,831,831.0,BDMKMOGB_00559,IAAMHMBP_00398,PKFCGPHH_00208
group_341,,hypothetical protein,3,3,1.0,15,23,,,,837,837,837.0,BDMKMOGB_00556,IAAMHMBP_00395,PKFCGPHH_00211
yvdM,yvdM,Beta-phosphoglucomutase,3,3,1.0,15,22,,,,672,672,672.0,BDMKMOGB_00565,IAAMHMBP_00404,PKFCGPHH_00202
group_340,,putative transporter,3,4,1.3333333333333333,15,21,,,,300,1410,1054.5,BDMKMOGB_00847,IAAMHMBP_00417;IAAMHMBP_00418,PKFCGPHH_00188
yicL,yicL;,putative inner membrane transporter YicL;hypothetical protein,3,5,1.6666666666666667,15,20,,,,234,909,505.8,BDMKMOGB_00845;BDMKMOGB_00846,IAAMHMBP_00416,PKFCGPHH_00189;PKFCGPHH_00190
iphP_1,iphP_1,Tyrosine-protein phosphatase,3,3,1.0,15,19,,,,765,765,765.0,BDMKMOGB_00570,IAAMHMBP_00409,PKFCGPHH_00197
ganP,ganP,Galactooligosaccharides transport system permease protein GanP,3,3,1.0,15,18,,,,1359,1359,1359.0,BDMKMOGB_00561,IAAMHMBP_00400,PKFCGPHH_00206
gatD,gatD,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD,3,3,1.0,15,17,,,,687,687,687.0,BDMKMOGB_00841,IAAMHMBP_00412,PKFCGPHH_00194
dexB,dexB,Glucan 16-alpha-glucosidase,3,3,1.0,15,16,,,,1590,1590,1590.0,BDMKMOGB_00563,IAAMHMBP_00402,PKFCGPHH_00204
ganQ,ganQ,Galactooligosaccharides transport system permease protein GanQ,3,3,1.0,15,15,,,,858,858,858.0,BDMKMOGB_00560,IAAMHMBP_00399,PKFCGPHH_00207
malP,malP,Maltose phosphorylase,3,3,1.0,15,14,,,,2268,2268,2268.0,BDMKMOGB_00566,IAAMHMBP_00405,PKFCGPHH_00201
malL,malL,Oligo-16-glucosidase,3,3,1.0,15,13,,,,1644,1644,1644.0,BDMKMOGB_00568,IAAMHMBP_00407,PKFCGPHH_00199
malX,malX,Maltooligosaccharide ABC transporter solute-binding lipoprotein,3,3,1.0,15,12,,,,1215,1215,1215.0,BDMKMOGB_00562,IAAMHMBP_00401,PKFCGPHH_00205
group_339,,hypothetical protein,3,3,1.0,15,11,,,,1218,1218,1218.0,BDMKMOGB_00558,IAAMHMBP_00397,PKFCGPHH_00209
cytR_2,cytR_2,HTH-type transcriptional repressor CytR,3,3,1.0,15,10,,,,951,951,951.0,BDMKMOGB_00569,IAAMHMBP_00408,PKFCGPHH_00198
bbmA,bbmA,Intracellular maltogenic amylase,3,3,1.0,15,9,,,,1707,1707,1707.0,BDMKMOGB_00567,IAAMHMBP_00406,PKFCGPHH_00200
sbnD,sbnD,Staphyloferrin B transporter,3,3,1.0,15,8,,,,1242,1242,1242.0,BDMKMOGB_00557,IAAMHMBP_00396,PKFCGPHH_00210
msmX_2,msmX_2,Oligosaccharides import ATP-binding protein MsmX,3,3,1.0,15,7,,,,1110,1110,1110.0,BDMKMOGB_00564,IAAMHMBP_00403,PKFCGPHH_00203
thiD,thiD,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,3,3,1.0,15,6,,,,813,813,813.0,BDMKMOGB_00840,IAAMHMBP_00411,PKFCGPHH_00195
yedJ,yedJ,putative protein YedJ,3,3,1.0,15,5,,,,651,651,651.0,BDMKMOGB_00849,IAAMHMBP_00420,PKFCGPHH_00186
guaC,guaC,GMP reductase,3,3,1.0,15,4,,,,993,993,993.0,BDMKMOGB_00844,IAAMHMBP_00415,PKFCGPHH_00191
group_338,,Putative glutamine amidotransferase,3,3,1.0,15,3,,,,732,732,732.0,BDMKMOGB_00848,IAAMHMBP_00419,PKFCGPHH_00187
purA,purA,Adenylosuccinate synthetase,3,3,1.0,15,2,,,,1293,1293,1293.0,BDMKMOGB_00843,IAAMHMBP_00414,PKFCGPHH_00192
purB,purB,Adenylosuccinate lyase,3,3,1.0,15,1,,,,1296,1296,1296.0,BDMKMOGB_00842,IAAMHMBP_00413,PKFCGPHH_00193
group_337,,hypothetical protein,3,3,1.0,14,20,,,,825,825,825.0,BDMKMOGB_00554,IAAMHMBP_01439,PKFCGPHH_01448
group_336,,hypothetical protein,3,3,1.0,14,19,,,,348,348,348.0,BDMKMOGB_00545,IAAMHMBP_01430,PKFCGPHH_01075
group_335,,hypothetical protein,3,3,1.0,14,18,,,,507,507,507.0,BDMKMOGB_00553,IAAMHMBP_01438,2_refound_4
lacF_2,lacF_2,PTS system lactose-specific EIIA component,3,3,1.0,14,17,,,,357,357,357.0,BDMKMOGB_00551,IAAMHMBP_01436,PKFCGPHH_01069
pyrAB,pyrAB,Carbamoyl phosphate synthase pyrimidine-specific large chain,3,3,1.0,14,16,,,,2439,3174,2929.0,BDMKMOGB_00540,IAAMHMBP_01425,PKFCGPHH_01288
pyrAA,pyrAA,Carbamoyl phosphate synthase pyrimidine-specific small chain,3,3,1.0,14,15,,,,1059,1059,1059.0,BDMKMOGB_00541,IAAMHMBP_01426,PKFCGPHH_01454
group_334,,hypothetical protein,3,3,1.0,14,14,,,,111,111,111.0,BDMKMOGB_00537,IAAMHMBP_01422,PKFCGPHH_01291
group_333,,hypothetical protein,3,3,1.0,14,13,,,,297,297,297.0,BDMKMOGB_00555,IAAMHMBP_01440,PKFCGPHH_01447
fhs1,fhs1,Formate--tetrahydrofolate ligase 1,3,3,1.0,14,12,,,,1677,1677,1677.0,BDMKMOGB_00544,IAAMHMBP_01429,PKFCGPHH_01076
toxN,toxN,Endoribonuclease ToxN,3,3,1.0,14,11,,,,534,534,534.0,BDMKMOGB_00546,IAAMHMBP_01431,PKFCGPHH_01074
lacE,lacE,PTS system lactose-specific EIICB component,3,3,1.0,14,10,,,,1716,1716,1716.0,BDMKMOGB_00549,IAAMHMBP_01434,PKFCGPHH_01071
licT_1,licT_1,Transcription antiterminator LicT,3,3,1.0,14,9,,,,879,879,879.0,BDMKMOGB_00552,IAAMHMBP_01437,PKFCGPHH_01068
lacG,lacG,6-phospho-beta-galactosidase,3,3,1.0,14,8,,,,1410,1410,1410.0,BDMKMOGB_00550,IAAMHMBP_01435,PKFCGPHH_01070
lspA,lspA,Lipoprotein signal peptidase,3,3,1.0,14,7,,,,459,459,459.0,BDMKMOGB_00543,IAAMHMBP_01428,2_refound_3
group_332,,hypothetical protein,3,3,1.0,14,6,,,,549,549,549.0,BDMKMOGB_00538,IAAMHMBP_01423,PKFCGPHH_01290
licC_2,licC_2,Lichenan permease IIC component,3,3,1.0,14,5,,,,1290,1290,1290.0,BDMKMOGB_00548,IAAMHMBP_01433,PKFCGPHH_01072
group_331,,hypothetical protein,3,3,1.0,14,4,,,,174,174,174.0,BDMKMOGB_00539,IAAMHMBP_01424,PKFCGPHH_01289
group_330,,hypothetical protein,3,3,1.0,14,3,,,,246,246,246.0,BDMKMOGB_00536,IAAMHMBP_01421,PKFCGPHH_01292
group_329,,hypothetical protein,3,3,1.0,14,2,,,,1887,1887,1887.0,BDMKMOGB_00547,IAAMHMBP_01432,PKFCGPHH_01073
rluD_1,rluD_1,Ribosomal large subunit pseudouridine synthase D,3,3,1.0,14,1,,,,906,906,906.0,BDMKMOGB_00542,IAAMHMBP_01427,PKFCGPHH_01453
nupB,nupB,Nucleoside ABC transporter permease protein NupB,3,3,1.0,13,34,,,,1146,1146,1146.0,BDMKMOGB_00855,IAAMHMBP_00726,PKFCGPHH_00027
group_328,,hypothetical protein,3,3,1.0,13,33,,,,1146,1146,1146.0,BDMKMOGB_00520,IAAMHMBP_00834,PKFCGPHH_00015
napA,napA,Na(+)/H(+) antiporter,3,3,1.0,13,32,,,,1158,1158,1158.0,BDMKMOGB_00514,IAAMHMBP_00733,PKFCGPHH_00020
dltA_2,dltA_2,D-alanine--D-alanyl carrier protein ligase,3,3,1.0,13,30,,,,1509,1509,1509.0,BDMKMOGB_00523,IAAMHMBP_00837,PKFCGPHH_00012
dltD,dltD,Protein DltD,3,3,1.0,13,29,,,,1317,1317,1317.0,BDMKMOGB_00526,IAAMHMBP_00840,PKFCGPHH_00009
group_327,,hypothetical protein,3,3,1.0,13,28,,,,555,882,664.0,BDMKMOGB_00535,IAAMHMBP_00847,PKFCGPHH_00001
group_326,,Deoxyguanosine kinase,3,3,1.0,13,27,,,,672,672,672.0,BDMKMOGB_00851,IAAMHMBP_00722,PKFCGPHH_00031
celB_1,;celB_1,hypothetical protein;PTS system cellobiose-specific EIIC component,3,6,2.0,13,26,,,,357,1392,687.0,BDMKMOGB_00534;BDMKMOGB_00532;BDMKMOGB_00533,IAAMHMBP_00846,PKFCGPHH_00003;PKFCGPHH_00002
nupA,nupA,Nucleoside import ATP-binding protein NupA,3,3,1.0,13,25,,,,1536,1536,1536.0,BDMKMOGB_00856,IAAMHMBP_00727,PKFCGPHH_00026
group_325,,hypothetical protein,3,3,1.0,13,24,,,,1185,1185,1185.0,BDMKMOGB_00529,IAAMHMBP_00843,PKFCGPHH_00006
flp,flp,Protein flp,3,3,1.0,13,21,,,,936,936,936.0,BDMKMOGB_00527,IAAMHMBP_00841,PKFCGPHH_00008
bmpA_2,bmpA_2,ABC transporter nucleoside-binding protein BmpA,3,3,1.0,13,20,,,,1074,1074,1074.0,BDMKMOGB_00858,IAAMHMBP_00729,PKFCGPHH_00024
bmpA_3,bmpA_3,ABC transporter nucleoside-binding protein BmpA,3,3,1.0,13,19,,,,1080,1080,1080.0,BDMKMOGB_00859,IAAMHMBP_00730,PKFCGPHH_00023
ziaA~~~kdpB,ziaA;kdpB,Zinc-transporting ATPase;Potassium-transporting ATPase ATP-binding subunit,3,4,1.3333333333333333,13,17,,,,396,1887,1421.25,BDMKMOGB_00516;BDMKMOGB_00515,IAAMHMBP_00734,PKFCGPHH_00019
group_322,,hypothetical protein,3,3,1.0,13,16,,,,1218,1218,1218.0,BDMKMOGB_00530,IAAMHMBP_00844,PKFCGPHH_00005
bmpA_1,bmpA_1,ABC transporter nucleoside-binding protein BmpA,3,3,1.0,13,15,,,,1089,1089,1089.0,BDMKMOGB_00857,IAAMHMBP_00728,PKFCGPHH_00025
group_321,,hypothetical protein,3,3,1.0,13,14,,,,1092,1092,1092.0,BDMKMOGB_00513,IAAMHMBP_00732,PKFCGPHH_00021
group_320,,hypothetical protein,3,3,1.0,13,13,,,,300,300,300.0,BDMKMOGB_00521,IAAMHMBP_00835,PKFCGPHH_00014
nupC,nupC,Nucleoside ABC transporter permease protein NupC,3,3,1.0,13,12,,,,957,957,957.0,BDMKMOGB_00854,IAAMHMBP_00725,PKFCGPHH_00028
dltB,dltB,Teichoic acid D-alanyltransferase,3,3,1.0,13,11,,,,1230,1230,1230.0,BDMKMOGB_00524,IAAMHMBP_00838,PKFCGPHH_00011
group_319,,hypothetical protein,3,3,1.0,13,10,,,,228,228,228.0,BDMKMOGB_00531,IAAMHMBP_00845,PKFCGPHH_00004
oxyR,oxyR,DNA-binding transcriptional dual regulator OxyR,3,3,1.0,13,9,,,,876,876,876.0,BDMKMOGB_00518,IAAMHMBP_00831,PKFCGPHH_00017
mleS_1~~~mleS_2~~~mleS,mleS_1;mleS_2;mleS,Malolactic enzyme,3,4,1.3333333333333333,13,8,,,,459,1623,1210.5,BDMKMOGB_00519,IAAMHMBP_00833;IAAMHMBP_00832,PKFCGPHH_00016
nagB,nagB,Glucosamine-6-phosphate deaminase,3,3,1.0,13,7,,,,720,720,720.0,BDMKMOGB_00853,IAAMHMBP_00724,PKFCGPHH_00029
dltC1,dltC1,D-alanyl carrier protein 1,3,3,1.0,13,6,,,,240,240,240.0,BDMKMOGB_00525,IAAMHMBP_00839,PKFCGPHH_00010
darB,darB,Cyclic di-AMP receptor B,3,3,1.0,13,5,,,,468,468,468.0,BDMKMOGB_00517,IAAMHMBP_00735,PKFCGPHH_00018
group_318,,hypothetical protein,3,3,1.0,13,4,,,,162,162,162.0,BDMKMOGB_00522,IAAMHMBP_00836,PKFCGPHH_00013
galE_1,galE_1,UDP-glucose 4-epimerase,3,3,1.0,13,3,,,,990,990,990.0,BDMKMOGB_00528,IAAMHMBP_00842,PKFCGPHH_00007
group_317,,Deoxyadenosine kinase,3,3,1.0,13,2,,,,651,651,651.0,BDMKMOGB_00852,IAAMHMBP_00723,PKFCGPHH_00030
htxB,htxB,putative phosphite transport system-binding protein HtxB,3,3,1.0,13,1,,,,747,939,875.0,BDMKMOGB_00860,IAAMHMBP_00731,PKFCGPHH_00022
garK,garK,Glycerate 2-kinase,3,3,1.0,12,24,,,,1146,1146,1146.0,BDMKMOGB_00494,IAAMHMBP_01450,PKFCGPHH_00601
dhaL,dhaL,PTS-dependent dihydroxyacetone kinase ADP-binding subunit DhaL,3,3,1.0,12,23,,,,582,582,582.0,BDMKMOGB_00507,IAAMHMBP_01463,PKFCGPHH_00588
group_316,,hypothetical protein,3,3,1.0,12,22,,,,849,849,849.0,BDMKMOGB_00511,IAAMHMBP_01467,PKFCGPHH_01382
hsdR,hsdR;,Type I restriction enzyme SauN315I endonuclease subunit;hypothetical protein,3,4,1.3333333333333333,12,21,,,,1341,3222,2405.25,BDMKMOGB_01034,IAAMHMBP_01446;IAAMHMBP_01445,PKFCGPHH_00605
group_315,,hypothetical protein,3,3,1.0,12,20,,,,363,363,363.0,BDMKMOGB_00493,IAAMHMBP_01449,PKFCGPHH_00602
group_314,,hypothetical protein,3,3,1.0,12,19,,,,210,210,210.0,BDMKMOGB_01035,IAAMHMBP_01447,PKFCGPHH_00604
group_313,,hypothetical protein,3,3,1.0,12,18,,,,213,213,213.0,BDMKMOGB_00510,IAAMHMBP_01466,PKFCGPHH_01383
group_312,,Type I restriction enzyme MpnII methylase subunit,3,3,1.0,12,17,,,,1653,1653,1653.0,BDMKMOGB_01033,IAAMHMBP_01444,PKFCGPHH_00606
dhaM,dhaM,PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM,3,3,1.0,12,16,,,,375,375,375.0,BDMKMOGB_00506,IAAMHMBP_01462,PKFCGPHH_00589
glpF_2,glpF_2,Glycerol uptake facilitator protein,3,3,1.0,12,15,,,,702,702,702.0,BDMKMOGB_00505,IAAMHMBP_01461,PKFCGPHH_00590
group_311,,hypothetical protein,3,3,1.0,12,14,,,,537,537,537.0,BDMKMOGB_00509,IAAMHMBP_01465,PKFCGPHH_01384
dxs,dxs,1-deoxy-D-xylulose-5-phosphate synthase,3,3,1.0,12,13,,,,1743,1743,1743.0,BDMKMOGB_00499,IAAMHMBP_01455,PKFCGPHH_00596
yflS_1,yflS_1,Putative malate transporter YflS,3,3,1.0,12,12,,,,1416,1416,1416.0,BDMKMOGB_00504,IAAMHMBP_01460,PKFCGPHH_00591
group_310,,hypothetical protein,3,3,1.0,12,11,,,,969,969,969.0,BDMKMOGB_00495,IAAMHMBP_01451,PKFCGPHH_00600
rpmGA_1,rpmGA_1,Large ribosomal subunit protein bL33A,3,3,1.0,12,10,,,,153,153,153.0,BDMKMOGB_00496,IAAMHMBP_01452,PKFCGPHH_00599
group_309,,hypothetical protein,3,3,1.0,12,9,,,,240,240,240.0,BDMKMOGB_01036,IAAMHMBP_01448,PKFCGPHH_00603
group_308,,hypothetical protein,3,3,1.0,12,8,,,,1779,1779,1779.0,BDMKMOGB_00501,IAAMHMBP_01457,PKFCGPHH_00594
group_307,,hypothetical protein,3,3,1.0,12,7,,,,1809,1809,1809.0,BDMKMOGB_00503,IAAMHMBP_01459,PKFCGPHH_00592
group_306,,hypothetical protein,3,3,1.0,12,6,,,,891,891,891.0,BDMKMOGB_00500,IAAMHMBP_01456,PKFCGPHH_00595
pcp,pcp,Pyrrolidone-carboxylate peptidase,3,3,1.0,12,5,,,,648,648,648.0,BDMKMOGB_00498,IAAMHMBP_01454,PKFCGPHH_00597
glmS,glmS,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],3,3,1.0,12,4,,,,1812,1812,1812.0,BDMKMOGB_00497,IAAMHMBP_01453,PKFCGPHH_00598
cysL,cysL,HTH-type transcriptional regulator CysL,3,3,1.0,12,3,,,,894,894,894.0,BDMKMOGB_00502,IAAMHMBP_01458,PKFCGPHH_00593
dhaK,dhaK,PTS-dependent dihydroxyacetone kinase dihydroxyacetone-binding subunit DhaK,3,3,1.0,12,2,,,,996,996,996.0,BDMKMOGB_00508,IAAMHMBP_01464,PKFCGPHH_00587
smc_4~~~ebh_1,smc_4;ebh_1,Chromosome partition protein Smc;Extracellular matrix-binding protein ebh,3,3,1.0,12,1,,,,1791,6807,3463.0,BDMKMOGB_00512,IAAMHMBP_01468,PKFCGPHH_01381
bioH_2,bioH_2,Pimeloyl-[acyl-carrier protein] methyl ester esterase,3,3,1.0,11,27,,,,657,657,657.0,BDMKMOGB_00462,IAAMHMBP_01229,PKFCGPHH_01145
group_301,,hypothetical protein,3,3,1.0,11,22,,,,924,924,924.0,BDMKMOGB_00467,IAAMHMBP_01224,PKFCGPHH_01139
rnhA,rnhA,Ribonuclease H,3,3,1.0,11,19,,,,765,765,765.0,BDMKMOGB_00466,IAAMHMBP_01225,PKFCGPHH_01140
group_295,,hypothetical protein,3,3,1.0,11,15,,,,108,108,108.0,BDMKMOGB_00469,IAAMHMBP_01222,PKFCGPHH_01137
group_294,,hypothetical protein,3,3,1.0,11,14,,,,375,375,375.0,BDMKMOGB_00461,IAAMHMBP_01230,PKFCGPHH_01146
ypuA,ypuA,putative protein YpuA,3,3,1.0,11,13,,,,960,960,960.0,BDMKMOGB_00464,IAAMHMBP_01227,PKFCGPHH_01143
alx,;alx,hypothetical protein;Putative membrane-bound redox modulator Alx,3,4,1.3333333333333333,11,12,,,,300,765,562.5,BDMKMOGB_00465,IAAMHMBP_01226,PKFCGPHH_01141;PKFCGPHH_01142
epsJ,epsJ,putative glycosyltransferase EpsJ,3,3,1.0,11,6,,,,813,813,813.0,BDMKMOGB_00463,IAAMHMBP_01228,PKFCGPHH_01144
prs_2,prs_2,Ribose-phosphate pyrophosphokinase,3,3,1.0,11,5,,,,987,987,987.0,BDMKMOGB_00460,IAAMHMBP_01231,PKFCGPHH_01147
clsA,clsA,Major cardiolipin synthase ClsA,3,3,1.0,11,3,,,,1458,1458,1458.0,BDMKMOGB_00468,IAAMHMBP_01223,PKFCGPHH_01138
group_285,,hypothetical protein,3,3,1.0,10,80,,,,750,750,750.0,BDMKMOGB_00743,IAAMHMBP_01291,PKFCGPHH_01011
agaA,agaA,N-acetylgalactosamine-6-phosphate deacetylase,3,3,1.0,10,79,,,,1161,1161,1161.0,BDMKMOGB_00827,IAAMHMBP_01240,PKFCGPHH_01059
rcsC_1,rcsC_1,Sensor histidine kinase RcsC,3,3,1.0,10,78,,,,1164,1164,1164.0,BDMKMOGB_00748,IAAMHMBP_01296,PKFCGPHH_01006
group_284,,hypothetical protein,3,3,1.0,10,77,,,,753,753,753.0,BDMKMOGB_00825,IAAMHMBP_01238,PKFCGPHH_01061
bioH_1,bioH_1,Pimeloyl-[acyl-carrier protein] methyl ester esterase,3,3,1.0,10,76,,,,753,753,753.0,BDMKMOGB_00445,IAAMHMBP_01270,PKFCGPHH_01032
glcR,glcR,HTH-type transcriptional repressor GlcR,3,3,1.0,10,75,,,,756,756,756.0,BDMKMOGB_01154,IAAMHMBP_01299,PKFCGPHH_01003
glcA_2~~~glcA_1~~~glcA,glcA_2;glcA_1;glcA,Glycolate permease GlcA,3,4,1.3333333333333333,10,74,,,,354,1524,1131.0,BDMKMOGB_01019;BDMKMOGB_01020,IAAMHMBP_01306,PKFCGPHH_00996
aroD,aroD,3-dehydroquinate dehydratase,3,3,1.0,10,72,,,,759,759,759.0,BDMKMOGB_00451,IAAMHMBP_01264,PKFCGPHH_01038
group_283,,putative ABC transporter ATP-binding protein,3,3,1.0,10,71,,,,747,1542,1277.0,BDMKMOGB_00745,IAAMHMBP_01293,PKFCGPHH_01009
ydiM,ydiM,Inner membrane transport protein YdiM,3,3,1.0,10,70,,,,1188,1188,1188.0,BDMKMOGB_00452,IAAMHMBP_01263,PKFCGPHH_01039
yaaA,yaaA,DNA-binding and peroxide stress resistance protein YaaA,3,3,1.0,10,69,,,,762,762,762.0,BDMKMOGB_00446,IAAMHMBP_01269,PKFCGPHH_01033
group_281,,Aspartate racemase,3,3,1.0,10,67,,,,768,768,768.0,BDMKMOGB_00750,IAAMHMBP_01298,PKFCGPHH_01004
tagU,tagU,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU,3,3,1.0,10,66,,,,1209,1209,1209.0,BDMKMOGB_01017,IAAMHMBP_01308,PKFCGPHH_00994
yhjX,yhjX,putative MFS-type transporter YhjX,3,3,1.0,10,65,,,,1212,1212,1212.0,BDMKMOGB_00457,IAAMHMBP_01257,PKFCGPHH_01044
soj,soj,Sporulation initiation inhibitor protein Soj,3,3,1.0,10,64,,,,780,780,780.0,BDMKMOGB_00739,IAAMHMBP_01287,PKFCGPHH_01015
iphP_2,iphP_2,Tyrosine-protein phosphatase,3,3,1.0,10,63,,,,783,783,783.0,BDMKMOGB_00734,IAAMHMBP_01282,PKFCGPHH_01020
ybiV,ybiV,Sugar phosphatase YbiV,3,3,1.0,10,62,,,,789,789,789.0,BDMKMOGB_01157,IAAMHMBP_01302,PKFCGPHH_01000
znuB,znuB,High-affinity zinc uptake system membrane protein ZnuB,3,3,1.0,10,61,,,,792,792,792.0,BDMKMOGB_01159,IAAMHMBP_01304,PKFCGPHH_00998
group_280,,hypothetical protein,3,3,1.0,10,60,,,,483,483,483.0,BDMKMOGB_00458,IAAMHMBP_01256,PKFCGPHH_01045
group_279,,hypothetical protein,3,3,1.0,10,59,,,,834,834,834.0,BDMKMOGB_00820,IAAMHMBP_01233,PKFCGPHH_01066
licT_2,licT_2,Transcription antiterminator LicT,3,3,1.0,10,58,,,,837,837,837.0,BDMKMOGB_00828,IAAMHMBP_01241,PKFCGPHH_01058
noc,noc,Nucleoid occlusion protein,3,3,1.0,10,57,,,,843,843,843.0,BDMKMOGB_00738,IAAMHMBP_01286,PKFCGPHH_01016
group_278,,hypothetical protein,3,3,1.0,10,55,,,,210,210,210.0,BDMKMOGB_00438,IAAMHMBP_01277,PKFCGPHH_01025
group_276,,hypothetical protein,3,3,1.0,10,53,,,,525,525,525.0,BDMKMOGB_00442,IAAMHMBP_01273,PKFCGPHH_01029
group_275,,hypothetical protein,3,3,1.0,10,52,,,,531,531,531.0,BDMKMOGB_00736,IAAMHMBP_01284,PKFCGPHH_01018
nfr1,nfr1,NADH-dependent flavin reductase subunit 1,3,3,1.0,10,51,,,,537,537,537.0,BDMKMOGB_00731,IAAMHMBP_01279,PKFCGPHH_01023
gmuE,gmuE,Putative fructokinase,3,3,1.0,10,50,,,,876,876,876.0,BDMKMOGB_00456,IAAMHMBP_01258,PKFCGPHH_01043
lctD_1,lctD_1,Lactate dehydrogenase (NAD(+)ferredoxin) subunit LctD,3,3,1.0,10,49,,,,1407,1407,1407.0,BDMKMOGB_00443,IAAMHMBP_01272,PKFCGPHH_01030
pepDA_2,pepDA_2,Dipeptidase A,3,3,1.0,10,48,,,,1413,1413,1413.0,BDMKMOGB_00439,IAAMHMBP_01276,PKFCGPHH_01026
nfr2,nfr2,NADH-dependent flavin reductase subunit 2,3,3,1.0,10,47,,,,549,549,549.0,BDMKMOGB_00732,IAAMHMBP_01280,PKFCGPHH_01022
gmk_2,gmk_2,Guanylate kinase,3,3,1.0,10,45,,,,558,558,558.0,BDMKMOGB_01486,IAAMHMBP_01314,PKFCGPHH_01376
spo0J,spo0J,Stage 0 sporulation protein J,3,3,1.0,10,44,,,,909,909,909.0,BDMKMOGB_00740,IAAMHMBP_01288,PKFCGPHH_01014
gltC_1,gltC_1,Transcriptional dual regulator GltC,3,3,1.0,10,43,,,,909,909,909.0,BDMKMOGB_00450,IAAMHMBP_01265,PKFCGPHH_01037
group_274,,hypothetical protein,3,3,1.0,10,40,,,,1500,1500,1500.0,BDMKMOGB_00821,IAAMHMBP_01234,PKFCGPHH_01065
group_273,,hypothetical protein,3,3,1.0,10,39,,,,261,261,261.0,BDMKMOGB_00741,IAAMHMBP_01289,PKFCGPHH_01013
tagK,tagK,D-tagatose-1-phosphate kinase,3,3,1.0,10,38,,,,915,915,915.0,BDMKMOGB_01155,IAAMHMBP_01300,PKFCGPHH_01002
lutP,lutP,L-lactate permease,3,3,1.0,10,37,,,,1536,1536,1536.0,BDMKMOGB_01021,IAAMHMBP_01305,PKFCGPHH_00997
group_272,,hypothetical protein,3,3,1.0,10,36,,,,1542,1542,1542.0,BDMKMOGB_01406,IAAMHMBP_01312,PKFCGPHH_01374
murE,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase,3,3,1.0,10,35,,,,1551,1551,1551.0,BDMKMOGB_00749,IAAMHMBP_01297,PKFCGPHH_01005
aroE,aroE,Shikimate dehydrogenase (NADP(+)),3,3,1.0,10,34,,,,924,924,924.0,BDMKMOGB_00453,IAAMHMBP_01262,PKFCGPHH_01040
gpmA_1,gpmA_1,23-bisphosphoglycerate-dependent phosphoglycerate mutase,3,3,1.0,10,33,,,,600,600,600.0,BDMKMOGB_00444,IAAMHMBP_01271,PKFCGPHH_01031
mco,mco,Multicopper oxidase mco,3,3,1.0,10,32,,,,1566,1566,1566.0,BDMKMOGB_01016,IAAMHMBP_01309,PKFCGPHH_00993
group_271,,hypothetical protein,3,3,1.0,10,31,,,,603,603,603.0,BDMKMOGB_00730,IAAMHMBP_01278,PKFCGPHH_01024
apbE,apbE,FAD:protein FMN transferase,3,3,1.0,10,30,,,,930,930,930.0,BDMKMOGB_00735,IAAMHMBP_01283,PKFCGPHH_01019
